source_id,ra,e_ra,dec,e_dec,plx,e_plx,pmra,e_pmra,pmde,e_pmde,ruwe,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,SrcID,Jap3,e_Jap3,Hap3,e_Hap3,Ksap3,e_Ksap3,TMASS,Jmag,Hmag,Ksmag,e_Jmag,e_Hmag,e_Ksmag,Qflag,Rflag,Xflag,Catalogue,BPRP_excess
5514553878531244160,122.23987752147,0.0502,-49.19058571935,0.0525,2.5582,0.0582,-8.297,0.064,4.466,0.067,1.062,17.218348,18.675184,16.042622,0.002934,0.015686,0.005198,472830632701,14.3568,0.0032,-9,-9,13.5271,0.0054,08085758-4911261,14.421,13.836,13.42,0.038,0.037,0.036,AAA,222,0,GES,1.433
5515877621811573376,122.78006889944,0.041,-48.88503533797,0.0502,2.5087,0.0502,-8.693,0.053,4.307,0.066,1.496,16.099592,17.50122,14.914086,0.00309,0.008486,0.004624,472830601935,13.2825,0.0018,-9,-9,12.4156,0.0023,08110722-4853061,13.268,12.596,12.313,0.022,0.022,0.021,AAA,222,0,GES,1.454
5514349506807731200,122.63270831325,0.0155,-49.35823844867,0.0191,2.5759,0.0195,-8.471,0.02,4.14,0.025,0.999,14.576824,15.328319,13.725232,0.002866,0.004454,0.00425,472830649746,12.5437,0.0011,-9,-9,11.7846,0.0017,08103186-4921296,12.613,11.985,11.819,0.023,0.022,0.021,AAA,222,0,GES,1.285
5514362838386039936,122.50742346715,0.0377,-49.26260227546,0.041,2.5594,0.045,-8.569,0.049,3.885,0.052,1.031,16.489378,17.777542,15.362931,0.002968,0.01037,0.005585,472830640165,13.7803,0.0023,-9,-9,12.9229,0.0034,08100180-4915454,13.885,13.154,12.986,0.024,0.026,0.033,AAA,222,0,GES,1.409
5514552774717599232,122.29627377339,0.1011,-49.2384222759,0.107,2.2787,0.1155,-8.382,0.124,4.237,0.145,2.227,17.100569,18.60455,15.76428,0.005102,0.015941,0.004936,472830637788,13.954,0.0025,-9,-9,13.1497,0.0042,08091111-4914183,14.054,13.425,13.177,0.027,0.023,0.032,AAA,222,0,GES,1.623
5514375036093789440,122.76341378649,0.0164,-49.01038339073,0.02,2.6046,0.0194,-8.683,0.023,4.052,0.027,0.868,10.83682,10.987709,10.565408,0.002779,0.002849,0.003807,472830614235,11.2477,0.0006,-9,-9,10.6811,0.0008,08110323-4900374,10.326,10.174,10.146,0.026,0.023,0.019,AAA,222,0,GES,1.172
5514352530464639872,122.91848490123,0.0277,-49.33650478603,0.0347,2.5457,0.0335,-8.813,0.036,4.083,0.039,0.992,15.997763,17.072208,14.959515,0.003029,0.010381,0.005361,472830647673,13.5069,0.0019,-9,-9,12.6613,0.0028,08114045-4920115,13.576,12.902,12.661,0.027,0.029,0.03,AAA,222,0,GES,1.365
5514345005682029184,122.66367484065,0.0444,-49.48461010473,0.0521,2.5302,0.0533,-8.981,0.061,4.411,0.064,3.007,15.123507,16.143707,14.093169,0.002933,0.004983,0.004209,472830662083,12.6379,0.0011,-9,-9,11.7796,0.0016,08103930-4929046,12.67,11.964,11.784,0.023,0.023,0.023,AAA,222,0,GES,1.371
5514361910673123840,122.55722261167,0.0398,-49.28645241765,0.0429,2.5238,0.0464,-8.399,0.052,4.462,0.057,1.041,16.71931,18.043991,15.569568,0.003238,0.015107,0.006902,472830642520,13.9196,0.0025,-9,-9,13.085,0.0039,08101374-4917112,14.005,13.349,13.163,0.026,0.031,0.027,AAA,222,0,GES,1.428
5514555665237649408,122.35154193181,0.0328,-49.10784567411,0.0341,2.5066,0.0384,-8.827,0.044,4.578,0.041,1.088,16.389187,17.657724,15.267492,0.002885,0.007869,0.004398,472830623919,13.7178,0.0021,-9,-9,12.8767,0.0032,08092437-4906282,13.667,13.071,12.791,0.024,0.03,0.029,AAA,222,0,GES,1.408
5514534293479431296,122.06059713728,0.0433,-49.15906978154,0.0464,2.5915,0.0506,-8.75,0.057,4.155,0.057,1.017,16.913374,18.360975,15.735456,0.003068,0.013808,0.005052,472830629345,14.031,0.0026,-9,-9,13.2122,0.0042,08081455-4909326,14.063,13.354,13.092,0.029,0.029,0.033,AAA,222,0,GES,1.437
5514362391709653248,122.47203359467,0.0317,-49.30366323846,0.0339,2.5706,0.0359,-8.326,0.042,3.935,0.046,0.936,16.26824,17.46111,15.186504,0.002882,0.009303,0.004892,472830644318,13.6534,0.0021,-9,-9,12.805,0.0032,08095330-4918132,13.739,13.03,12.849,0.029,0.027,0.033,AAA,222,0,GES,1.382
5514368469079296256,122.70765073518,0.0116,-49.19049462234,0.0146,2.5831,0.0141,-8.232,0.015,5.076,0.019,1.024,11.681998,11.940179,11.258099,0.002764,0.002866,0.003832,472830632810,11.4525,0.0006,-9,-9,10.737,0.0009,08104984-4911258,10.753,10.494,10.444,0.027,0.024,0.023,AAA,222,0,GES,1.194
5514374005300863872,122.58451681232,0.0448,-49.04036795246,0.0457,2.5873,0.0491,-8.95,0.058,4.049,0.056,1.033,16.915558,18.418201,15.728215,0.002913,0.027902,0.005022,472830617007,14.0007,0.0027,-9,-9,13.1855,0.0041,08102029-4902254,14.044,13.391,13.104,0.027,0.033,0.036,AAA,222,0,GES,1.438
5514555115481858432,122.44512582961,0.0077,-49.12216924159,0.0084,2.5949,0.0091,-8.37,0.01,4.546,0.011,0.927,12.559595,12.897554,12.052571,0.00288,0.004359,0.00434,472830625443,11.5477,0.0006,-9,-9,11.1441,0.001,08094684-4907198,11.44,11.156,11.094,0.022,0.024,0.019,AAA,222,0,GES,1.203
5514567102729439872,122.41430775033,0.0977,-48.90306067347,0.098,2.6033,0.1072,-8.284,0.131,4.544,0.119,1.065,18.12687,20.206749,16.785799,0.003309,0.065119,0.006625,472830603663,14.6944,0.0046,-9,-9,13.8926,0.007,08093943-4854110,14.72,14.151,13.818,0.038,0.037,0.044,AAA,222,0,GES,1.554
5514560097643858432,122.24077040112,0.0358,-49.02139607787,0.0387,2.5231,0.0418,-8.448,0.048,4.098,0.047,0.999,16.531893,17.819382,15.41738,0.002895,0.008962,0.004406,472830615155,13.8711,0.0024,-9,-9,13.0215,0.0038,08085779-4901170,13.91,13.255,13.001,0.026,0.023,0.032,AAA,222,0,GES,1.396
5514358058081825920,122.78883454495,0.0747,-49.19815211896,0.0923,2.5886,0.088,-8.46,0.098,4.313,0.113,1.03,17.757626,19.493097,16.503576,0.00322,0.032014,0.006699,472830633473,14.6278,0.004,-9,-9,13.826,0.0065,08110933-4911533,14.753,14.039,13.805,0.029,0.037,0.046,AAA,222,0,GES,1.483
5514348750893488000,122.641470783,0.0516,-49.37182370375,0.0606,2.5123,0.0637,-8.823,0.066,4.457,0.075,1.042,17.043133,18.473045,15.882467,0.002977,0.014028,0.005137,472830651010,14.2341,0.0031,-9,-9,13.3968,0.0052,08103397-4922186,14.265,13.643,13.382,0.028,0.029,0.044,AAA,222,0,GES,1.42
5514561880048056576,122.51578042156,0.05,-49.01863317759,0.0511,2.6066,0.0559,-8.25,0.068,4.545,0.064,5.406,12.335456,12.654358,11.840755,0.003465,0.008275,0.007113,472830614949,11.4325,0.0006,-9,-9,10.9235,0.0009,08100380-4901071,11.256,10.973,10.89,0.023,0.023,0.023,AAA,222,0,GES,1.205
5514553255754054656,122.30025854633,0.0826,-49.17090663878,0.088,2.6298,0.0982,-8.37,0.112,4.144,0.11,0.991,18.122387,19.912556,16.894936,0.003135,0.047447,0.008121,472830630475,15.0555,0.0054,-9,-9,14.2739,0.01,08091206-4910152,15.067,14.533,14.232,0.042,0.04,0.066,AAA,222,0,GES,1.443
5514374864294370560,122.78578175843,0.0448,-49.00445994034,0.0571,2.4753,0.0536,-9.076,0.06,3.815,0.073,3.169,9.903079,9.950688,9.792884,0.002781,0.002827,0.003814,472830613773,11.4023,0.0006,-9,-9,10.5782,0.0008,08110860-4900161,9.653,9.599,9.572,0.026,0.026,0.019,AAA,222,0,GES,1.16
5514352908421767168,122.95276693274,0.0283,-49.32517524405,0.0399,2.5289,0.0364,-8.53,0.037,3.789,0.043,1.004,16.178946,17.377716,15.092666,0.003291,0.0096,0.005738,472830646568,13.5488,0.002,-9,-9,12.7029,0.0029,08114867-4919306,13.592,12.878,12.633,0.026,0.022,0.024,AAA,222,0,GES,1.385
5514369641614135552,122.67112449622,0.2768,-49.13124645624,0.2972,2.4558,0.3125,-9.126,0.368,4.345,0.392,5.484,17.063057,18.64501,15.71235,0.005511,0.017302,0.005251,472830626294,13.8706,0.0023,-9,-9,13.0399,0.0037,08104108-4907525,13.915,13.265,13.06,0.03,0.029,0.029,AAA,222,0,GES,1.629
5514347788820872704,122.55954542958,0.0373,-49.47409603381,0.0432,2.6321,0.0442,-8.659,0.051,4.279,0.053,1.016,16.735744,18.130339,15.581265,0.002959,0.014805,0.004835,472830661039,13.913,0.0024,-9,-9,13.0699,0.0038,08101431-4928268,13.941,13.257,13.056,0.028,0.026,0.029,AAA,222,0,GES,1.42
5514556421151886080,122.35719748781,0.0687,-49.05430971612,0.0687,2.4991,0.0771,-8.25,0.091,4.408,0.083,0.975,17.792809,19.495838,16.546595,0.003004,0.031952,0.006147,472830618412,14.716,0.0044,-9,-9,13.9201,0.0071,08092574-4903156,14.687,14.108,13.87,0.041,0.048,0.049,AAA,222,0,GES,1.478
5514571573796442368,122.11203553756,0.0173,-48.98697134985,0.0187,2.6022,0.0201,-8.519,0.023,4.674,0.024,1.015,14.96083,15.744085,14.0863,0.002982,0.006341,0.004996,472830611935,12.9279,0.0014,-9,-9,12.1412,0.002,08082690-4859131,13.002,12.318,12.193,0.027,0.024,0.026,AAA,222,0,GES,1.294
5514354488969689344,122.71703513075,0.1928,-49.35381404667,0.2195,2.5706,0.2315,-9.197,0.253,4.169,0.263,6.048,16.389204,17.645102,15.083025,0.006945,0.008603,0.004634,472830649290,13.4053,0.0018,-9,-9,12.5863,0.0028,08105210-4921138,13.45,12.825,12.521,0.032,0.027,0.029,AAA,222,0,GES,1.63
5514372012436186880,122.5875547068,0.0416,-49.17909341247,0.0433,2.5568,0.0467,-8.593,0.052,4.431,0.058,0.946,16.859432,18.268534,15.695319,0.003069,0.009808,0.005261,472830631377,14.0528,0.0026,-9,-9,13.1985,0.0041,08102103-4910448,14.095,13.379,13.191,0.024,0.033,0.037,AAA,222,0,GES,1.428
5514347445223517824,122.45915602485,0.0388,-49.45644764255,0.0451,2.4914,0.0465,-9.047,0.054,4.262,0.058,1.062,16.743118,18.130054,15.590175,0.003148,0.015763,0.005591,472830659296,13.9461,0.0025,-9,-9,13.0921,0.0039,08095021-4927232,13.989,13.328,13.123,0.033,0.03,0.038,AAA,222,0,GES,1.419
5514346792388520192,122.41883976006,0.0509,-49.50566753191,0.0579,2.5751,0.06,-8.348,0.073,4.245,0.078,1.072,17.24331,18.808336,16.031855,0.003129,0.015129,0.005149,472830664216,14.2304,0.0031,-9,-9,13.4219,0.0049,08094053-4930204,14.249,13.693,13.383,0.03,0.037,0.04,AAA,222,0,GES,1.456
5514364212775723136,122.25089149971,0.0121,-49.3425609141,0.0123,2.5863,0.0134,-8.46,0.016,4.438,0.016,1.019,14.248135,14.846639,13.507875,0.003039,0.0055,0.005025,472830648200,12.4919,0.0011,-9,-9,11.841,0.0017,08090022-4920332,12.566,12.003,11.87,0.024,0.024,0.024,AAA,222,0,GES,1.25
5514371527095995648,122.79720305579,0.0115,-49.07895092895,0.0148,2.5709,0.0139,-8.558,0.016,4.328,0.02,0.93,10.9938,11.176575,10.677515,0.002784,0.002909,0.003848,472830621085,11.3394,0.0006,-9,-9,10.7104,0.0008,08111134-4904442,10.356,10.237,10.178,0.024,0.023,0.019,AAA,222,0,GES,1.176
5514369602950654720,122.64455502112,0.0087,-49.14443595288,0.0094,2.59,0.0099,-8.543,0.012,4.022,0.013,0.954,12.271931,12.582146,11.79587,0.003315,0.007322,0.006472,472830627817,11.5701,0.0006,-9,-9,10.9952,0.001,08103470-4908399,11.26,10.981,10.922,0.026,0.024,0.019,AAA,222,0,GES,1.198
5514373077588049536,122.52253432717,0.0502,-49.13291938321,0.0527,2.4655,0.0582,-8.624,0.067,4.402,0.067,0.986,17.236504,18.808039,16.030195,0.002972,0.01947,0.005337,472830626457,14.2677,0.003,-9,-9,13.4421,0.005,08100542-4907585,14.285,13.72,13.377,0.034,0.032,0.043,AAA,222,0,GES,1.449
5514336308366644864,122.30038616342,0.0852,-49.45830202239,0.0852,2.6026,0.0946,-8.337,0.121,4.064,0.111,0.951,18.168436,19.914228,16.917646,0.003208,0.049101,0.007577,472830659405,14.9864,0.0052,-9,-9,14.1762,0.0095,08091210-4927299,15.018,14.377,14.121,0.039,0.041,0.051,AAA,222,0,GES,1.477
5514358131101825792,122.85768467783,0.0131,-49.20799512483,0.015,2.6158,0.0153,-8.617,0.018,4.999,0.02,0.863,9.864305,9.895975,9.787648,0.002769,0.002863,0.003793,472830634843,11.4563,0.0006,-9,-9,10.605,0.0008,08112585-4912288,9.659,9.665,9.62,0.022,0.022,0.019,AAA,222,0,GES,1.156
5515855597219552256,122.98904693618,0.0225,-49.19228039906,0.0284,2.6161,0.0284,-8.375,0.028,3.844,0.032,2.658,13.09096,13.460964,12.492419,0.002959,0.004484,0.004582,472830633035,11.8437,0.0007,-9,-9,11.3726,0.0012,08115737-4911322,11.818,11.418,11.302,0.027,0.022,0.019,AAA,222,0,GES,1.246
5514348407296105344,122.67709502578,0.0669,-49.41532965374,0.0801,2.4779,0.0808,-8.546,0.096,3.992,0.096,1.004,17.680922,19.577084,16.389563,0.003064,0.044388,0.004989,472830655137,14.4173,0.0035,-9,-9,13.5985,0.006,08104252-4924552,14.409,13.862,13.622,0.029,0.022,0.044,AAA,222,0,GES,1.509
5514568034743288448,122.56252175201,0.0313,-48.85357035776,0.0329,2.5933,0.0352,-8.57,0.039,4.178,0.041,1.314,15.743642,16.986134,14.626068,0.002889,0.005982,0.004369,472830598697,13.0811,0.0014,-9,-9,12.2435,0.0021,08101502-4851129,13.118,12.421,12.219,0.026,0.023,0.027,AAA,222,0,GES,1.409
5514554600085773568,122.35792776363,0.0541,-49.16624824697,0.0562,2.5685,0.0634,-8.925,0.074,4.227,0.068,0.959,17.356337,18.885588,16.131857,0.003338,0.03781,0.00695,472830629992,14.3528,0.0033,-9,-9,13.5181,0.0051,08092592-4909585,14.332,13.715,13.408,0.03,0.03,0.038,AAA,222,0,GES,1.478
5514557864260860160,122.14117715779,0.0147,-49.1215657842,0.0161,2.6673,0.0172,-8.898,0.02,4.242,0.021,1.288,14.27912,14.963578,13.470325,0.002917,0.004618,0.004459,472830625408,12.3318,0.001,-9,-9,11.6234,0.0014,08083389-4907176,12.437,11.842,11.672,0.024,0.024,0.021,AAA,222,0,GES,1.273
5514355176164451712,122.7336862536,0.0403,-49.3110614639,0.0473,2.5443,0.0469,-9.184,0.054,4.299,0.058,1.131,16.48088,17.919209,15.29212,0.003763,0.018878,0.007857,472830645116,13.5619,0.002,-9,-9,12.7307,0.0031,08105610-4918399,13.618,12.947,12.729,0.026,0.022,0.027,AAA,222,0,GES,1.451
5514374039660716800,122.58954093253,0.0316,-49.02605929219,0.0355,2.5848,0.0361,-8.534,0.043,4.394,0.048,1.008,16.347054,17.557869,15.258574,0.003089,0.009745,0.005331,472830615607,13.7401,0.0023,-9,-9,12.8931,0.0033,08102150-4901339,13.785,13.109,12.838,0.029,0.029,0.03,AAA,222,0,GES,1.385
5514367373871468416,122.47612427131,0.0556,-49.14494038833,0.0587,2.5706,0.0656,-8.426,0.075,4.606,0.075,0.956,17.31853,18.898952,16.121605,0.003389,0.026758,0.00717,472830627727,14.4115,0.0033,-9,-9,13.5867,0.0056,08095429-4908418,14.348,13.782,13.581,0.029,0.03,0.033,AAA,222,0,GES,1.437
5514553088253052800,122.25164591351,0.059,-49.21648170182,0.0631,2.582,0.0689,-8.708,0.075,4.307,0.087,1.003,17.446646,19.085308,16.16429,0.002983,0.043021,0.006361,472830635497,14.2801,0.0031,-9,-9,13.463,0.0052,08090040-4912594,14.367,13.758,13.425,0.039,0.037,0.049,AAA,222,0,GES,1.532
5514371836337868544,122.80052348581,0.0949,-49.02295514632,0.1045,2.6541,0.1117,-9.07,0.124,4.298,0.132,0.972,18.200132,19.905277,16.917841,0.003282,0.063977,0.009843,472830615299,15.0167,0.0059,-9,-9,14.1956,0.009,08111213-4901226,15.094,14.506,14.231,0.049,0.058,0.068,AAA,222,0,GES,1.522
5514374348898274560,122.64784347654,0.0125,-49.08334783282,0.0137,2.5329,0.0141,-8.185,0.017,4.57,0.019,0.966,14.333066,14.996187,13.543844,0.002993,0.005239,0.004987,472830621420,12.491,0.001,-9,-9,11.7808,0.0016,08103549-4905001,12.541,11.928,11.739,0.024,0.027,0.023,AAA,222,0,GES,1.265
5514348849671242880,122.52564852873,0.0717,-49.43300507749,0.0752,2.551,0.0829,-8.527,0.101,4.23,0.097,1.076,17.643951,19.448343,16.351637,0.003062,0.0344,0.005479,472830656803,14.4264,0.0034,-9,-9,13.6254,0.0059,08100616-4925589,14.493,13.928,13.585,0.033,0.04,0.048,AAA,222,0,GES,1.522
5514551232830332288,121.85387569281,0.0097,-49.02687940885,0.0113,1.6296,0.0118,-8.864,0.013,4.675,0.012,0.897,13.531025,13.92279,12.974742,0.002761,0.002865,0.003816,472830615902,12.3009,0.001,-9,-9,11.8899,0.0018,08072494-4901368,12.371,11.995,11.899,0.026,0.024,0.021,AAA,222,0,GES,1.208
5514297864119705984,123.00604657134,0.0439,-49.60214718169,0.0545,2.5896,0.0525,-8.656,0.059,4.46,0.062,1.047,16.80797,18.355818,15.583169,0.002949,0.014677,0.005133,473606899859,13.807,0.0021,-9,-9,13.0178,0.0037,08120146-4936078,13.851,13.26,12.969,0.028,0.032,0.026,AAA,222,0,GES,1.475
5514375345330682624,122.68060832666,0.0168,-49.02089102078,0.019,2.5501,0.0192,-8.677,0.022,4.233,0.025,1.015,14.938009,15.696567,14.085384,0.002885,0.005102,0.004482,472830615116,12.9647,0.0014,-9,-9,12.1758,0.0021,08104335-4901152,13.026,12.367,12.253,0.026,0.027,0.024,AAA,222,0,GES,1.284
5514373592984760320,122.56433758137,0.0405,-49.0968547752,0.0464,2.5678,0.0485,-8.267,0.056,3.774,0.057,4.596,12.328993,12.699493,11.769496,0.002785,0.002933,0.003835,472830622867,11.4515,0.0006,-9,-9,10.7889,0.0009,08101546-4905487,11.126,10.773,10.662,0.026,0.023,0.019,AAA,222,0,GES,1.22
5514323187247487872,122.36153976467,0.0264,-49.5487020721,0.0286,2.5781,0.0302,-8.4,0.038,4.32,0.038,1.033,16.098263,17.247944,15.030034,0.003394,0.008815,0.005977,472830668540,13.5061,0.0019,-9,-9,12.6623,0.0028,08092678-4932554,13.592,12.883,12.682,0.024,0.032,0.024,AAA,222,0,GES,1.377
5514557005267410048,122.14828252359,0.0484,-49.162032058,0.0564,2.429,0.059,-8.687,0.063,4.344,0.066,1.009,17.144268,18.770777,15.922735,0.002924,0.025406,0.005581,472830629623,14.1027,0.0027,-9,-9,13.299,0.0045,08083560-4909433,14.182,13.531,13.337,0.029,0.03,0.032,AAA,222,0,GES,1.459
5514351396593326848,122.73831418759,0.0554,-49.39658865727,0.0721,2.5355,0.0688,-8.462,0.074,4.063,0.085,0.884,17.307583,19.1029,16.036055,0.002975,0.026329,0.005552,472830653370,14.117,0.0029,-9,-9,13.2682,0.0046,08105720-4923478,14.149,13.526,13.25,0.03,0.036,0.037,AAA,222,0,GES,1.497
5514369053198928896,122.59201814712,0.0374,-49.18971343332,0.0396,2.6406,0.0426,-8.371,0.046,4.141,0.052,1.058,16.60119,17.90061,15.47491,0.003007,0.017228,0.00509,472830632732,13.9128,0.0024,-9,-9,13.0497,0.0036,08102210-4911230,13.888,13.259,13.058,0.03,0.033,0.029,AAA,222,0,GES,1.407
5514562983861752704,122.47942368231,0.0201,-48.97057620048,0.02,2.5767,0.0218,-8.337,0.026,4.352,0.025,1.025,15.376111,16.274523,14.439781,0.002854,0.005059,0.004227,472830610251,13.1658,0.0016,-9,-9,12.3543,0.0023,08095507-4858140,13.268,12.552,12.413,0.023,0.024,0.023,AAA,222,0,GES,1.314
5514356030857885696,122.72194104308,0.2771,-49.28009948547,0.3507,2.4245,0.3272,-8.835,0.369,4.438,0.412,1.088,19.636557,21.247017,18.268002,0.0048,0.136461,0.018391,472830641869,16.1197,0.0137,-9,-9,15.314,0.0265,08105330-4916485,16.01,15.698,15.12,0.081,0.125,0.145,ABB,222,0,J05,1.649
5514361910673123712,122.55021980101,0.1762,-49.29480567372,0.191,2.455,0.2142,-8.692,0.242,4.405,0.242,1.084,19.189371,21.12648,17.75911,0.003947,0.13737,0.02005,472830643343,15.5922,0.009,-9,-9,14.7774,0.0155,08101207-4917413,15.754,15.008,14.654,0.079,0.088,0.082,AAA,222,0,J05,1.693
5514358058082777856,122.79785268777,0.382,-49.18575989541,0.4977,2.9749,0.4549,-8.842,0.493,3.466,0.568,1.12,20.140646,21.430391,18.76604,0.005935,0.202731,0.035162,472830632209,16.5258,0.0187,-9,-9,15.7201,0.0332,08111150-4911087,16.52,15.832,14.586,0.124,0.133,-9.0,BBU,226,0,J05,1.714
5514361223472719872,122.4591741189,0.1358,-49.35434376824,0.1531,2.9106,0.157,-8.631,0.197,3.829,0.241,1.041,18.794273,20.830156,17.451221,0.003463,0.10191,0.010786,472830649280,15.3047,0.0072,-9,-9,14.4782,0.0122,08095021-4921157,15.486,14.782,14.54,0.049,0.046,0.084,AAA,222,0,J05,1.561
5514361665854969600,122.58937857708,0.1286,-49.29675056159,0.1427,2.5484,0.1519,-8.217,0.176,4.057,0.197,1.058,18.678434,20.569246,17.340609,0.003575,0.089099,0.011589,472830643552,15.2411,0.0067,-9,-9,14.4088,0.0113,08102147-4917483,15.3,14.67,14.458,0.06,0.044,0.078,AAA,222,0,J05,1.57
5514373451244784256,122.51007795102,0.1029,-49.08699053802,0.1092,2.5441,0.1167,-8.736,0.142,3.964,0.132,1.029,18.3801,20.177788,17.13609,0.003182,0.071681,0.008267,472830621685,15.2389,0.0062,-9,-9,14.4595,0.0114,08100244-4905131,15.269,14.658,14.351,0.039,0.051,0.063,AAA,222,0,J05,1.462
5514364139756449664,122.37273531911,0.184,-49.27773594914,0.1955,2.7068,0.2225,-8.712,0.248,4.096,0.238,1.024,19.375103,21.071022,18.047096,0.004144,0.133818,0.011315,472830641633,15.939,0.0127,-9,-9,15.135,0.0211,08092947-4916400,15.947,15.308,14.991,0.087,0.104,0.128,AAB,222,0,J05,1.582
5514366922895271296,122.44518837131,0.3039,-49.19341811183,0.3302,2.2905,0.3739,-9.599,0.389,4.086,0.406,1.108,19.913397,21.067621,18.503487,0.004776,0.142911,0.024489,472830633089,16.3579,0.0162,-9,-9,15.5228,0.0281,08094687-4911363,16.39,15.617,15.377,0.165,0.167,0.176,CCC,222,0,J05,1.793
5514358058081840896,122.79856578017,0.1324,-49.18668432663,0.1747,2.4736,0.1569,-8.421,0.172,3.977,0.2,1.001,18.759802,20.478998,17.500803,0.003562,0.092995,0.01046,472830632208,15.515,0.008,-9,-9,14.7139,0.0137,08111166-4911120,15.571,15.053,14.203,0.07,0.093,-9.0,AAU,226,0,J05,1.491
5514370908624072704,122.74527051271,0.1229,-49.13487848516,0.1501,2.56,0.1481,-6.71,0.161,9.513,0.187,0.971,18.700003,20.876862,17.37282,0.003535,0.084676,0.008811,472830626678,15.2608,0.0064,-9,-9,14.451,0.0111,08105887-4908057,15.364,14.721,14.331,0.055,0.063,0.072,AAA,222,0,J05,1.527
5514363486921410560,122.28844295146,0.1098,-49.34512807131,0.1189,2.7993,0.128,-9.146,0.152,4.617,0.153,0.987,18.493073,19.978037,17.208265,0.003288,0.078565,0.014327,472830648507,15.283,0.0068,-9,-9,14.4655,0.0127,08090923-4920425,15.358,14.761,14.404,0.059,0.069,0.081,AAA,222,0,J05,1.559
5514555527798696192,122.32377287707,0.0867,-49.14290780214,0.0874,2.5275,0.0991,-8.638,0.113,4.71,0.104,1.001,18.02601,19.911638,16.703176,0.003148,0.048176,0.007527,472830627537,14.7342,0.0043,-9,-9,13.9288,0.0073,08091770-4908344,14.714,14.212,13.846,0.03,0.033,0.049,AAA,222,0,J05,1.551
5514365896393001088,122.46165094354,0.2409,-49.23596320571,0.2577,2.7611,0.2863,-8.202,0.318,4.42,0.31,0.883,19.823133,21.362535,18.47942,0.004628,0.163867,0.022319,472830637651,16.2993,0.0157,-9,-9,15.5011,0.0291,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9,J05,1.627
5514365307987248512,122.43234582949,0.2044,-49.28050003293,0.2055,2.0864,0.2291,-8.732,0.294,4.144,0.244,1.03,19.41635,21.17089,18.054081,0.004027,0.135985,0.014946,472830641904,15.8464,0.0117,-9,-9,15.0252,0.0192,08094378-4916498,15.964,15.176,15.021,0.068,0.083,0.112,AAB,222,0,J05,1.62
5514363658719992320,122.36163587014,0.2993,-49.33552300882,0.2983,3.3225,0.348,-11.896,0.427,3.7,0.356,1.087,19.864279,21.272884,18.499252,0.004909,0.123651,0.018709,472830647466,16.208,0.0159,-9,-9,15.373,0.0261,08092678-4920080,16.365,15.772,15.498,0.116,0.135,0.204,BBC,222,0,J05,1.678
5514369877832540544,122.766523205,0.143,-49.16716112732,0.1847,2.8057,0.1723,-8.324,0.19,4.413,0.224,0.988,18.995852,20.773388,17.741096,0.00363,0.07895,0.012512,472830630071,15.7564,0.0097,-9,-9,14.9239,0.0164,08110397-4910017,15.826,15.232,14.756,0.075,0.084,0.094,AAA,222,0,J05,1.478
5514357955003554560,122.77909795561,0.1287,-49.20653340526,0.1698,2.4915,0.1555,-8.365,0.167,4.253,0.197,1.026,18.711128,20.41261,17.395414,0.003516,0.136854,0.010342,472830634623,15.426,0.0074,-9,-9,14.6397,0.0128,08110699-4912236,15.485,14.93,14.482,0.059,0.071,0.08,AAA,222,0,J05,1.565
5514364723870890112,122.30484734777,0.1191,-49.29402526398,0.1287,2.3264,0.1379,-9.001,0.163,4.2,0.17,1.049,18.585695,20.459187,17.283173,0.003354,0.080897,0.009658,472830643259,15.2791,0.0068,-9,-9,14.4861,0.0129,08091316-4917385,15.326,14.737,14.506,0.05,0.062,0.075,AAA,222,0,J05,1.526
5514373794842183040,122.55048762235,0.0951,-49.07543028248,0.1012,2.5886,0.1112,-8.723,0.124,4.447,0.117,1.016,18.298214,20.145147,17.03888,0.003327,0.062524,0.009945,472830620537,15.1342,0.0057,-9,-9,14.3449,0.0104,08101213-4904315,15.234,14.549,14.205,0.047,0.048,0.069,AAA,222,0,J05,1.475
