source_id,ra,e_ra,dec,e_dec,plx,e_plx,pmra,e_pmra,pmde,e_pmde,ruwe,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,SrcID,Jap3,e_Jap3,Hap3,e_Hap3,Ksap3,e_Ksap3,TMASS,Jmag,Hmag,Ksmag,e_Jmag,e_Hmag,e_Ksmag,Qflag,Rflag,Xflag,Catalogue,BPRP_excess
5514365067468358656,122.27832990963,0.0679,-49.25962970816,0.0726,2.5595,0.0796,-8.498,0.086,4.424,0.092,0.962,17.784143,19.589321,16.513004,0.003032,0.039953,0.00607,472830639912,14.5481,0.0039,-9,-9,13.7458,0.0069,08090679-4915347,14.597,14.025,13.756,0.036,0.03,0.037,AAA,222,0,GES,1.495
5514340568971771008,122.19040054358,0.0109,-49.3964835255,0.0109,2.636,0.0118,-8.31,0.015,4.344,0.014,1.023,10.66365,10.798942,10.381837,0.002763,0.002914,0.003926,472830653618,11.3116,0.0006,-9,-9,10.3955,0.0008,08084571-4923473,10.123,9.985,9.946,0.029,0.026,0.023,AAA,222,0,GES,1.186
5515878132907508096,122.8441892367,0.0826,-48.84904836767,0.0958,2.5405,0.0981,-8.955,0.107,4.058,0.124,1.046,18.026773,19.762087,16.772018,0.003408,0.042943,0.006414,472830598204,14.8747,0.0048,-9,-9,14.0533,0.0079,08112261-4850565,14.982,14.271,13.962,0.039,0.042,0.05,AAA,222,0,GES,1.484
5514355451042340352,122.64919879241,0.0531,-49.33483428976,0.0642,2.6726,0.0654,-8.801,0.072,4.303,0.082,0.973,17.309776,18.858309,16.114546,0.003037,0.019387,0.004738,472830647442,14.362,0.0034,-9,-9,13.5463,0.0059,08103582-4920054,14.436,13.789,13.58,0.03,0.044,0.036,AAA,222,0,GES,1.44
5514371874997910656,122.53360961258,0.229,-49.20438285809,0.2478,3.3518,0.2662,-9.49,0.283,3.35,0.361,4.536,13.438519,13.790628,12.597905,0.005176,0.006958,0.005707,472830634413,11.7457,0.0007,-9,-9,11.034,0.001,08100810-4912157,11.584,11.127,10.954,0.026,0.022,0.024,AAA,222,0,GES,1.437
5514367614389714688,122.65463726151,0.0264,-49.28297933039,0.0322,2.6353,0.0326,-8.433,0.037,4.514,0.041,1.054,15.887156,16.933022,14.872306,0.002923,0.006396,0.00434,-9,-9.0,-9.0,-9,-9,12.6369,0.0029,08103713-4916587,13.497,12.812,12.614,0.026,0.027,0.027,AAA,222,0,GES,1.349
5514368370303946240,122.65881940813,0.0125,-49.2079079325,0.0136,2.5562,0.015,-8.534,0.017,4.434,0.018,1.103,14.098719,14.650011,13.387776,0.003222,0.006358,0.005625,-9,-9.0,-9.0,-9,-9,11.832,0.0016,08103812-4912284,12.528,11.97,11.811,0.023,0.025,0.023,AAA,222,0,GES,1.247
5514563941634975232,122.69237639338,0.1325,-48.91702568919,0.1426,3.2969,0.1529,-9.124,0.164,4.173,0.18,2.066,17.592043,19.313314,16.28746,0.004077,0.043489,0.006588,-9,-9.0,-9.0,-9,-9,13.551,0.0057,08104618-4855013,14.385,13.806,13.557,0.033,0.039,0.039,AAA,222,0,GES,1.548
5514356206956587904,122.69966455758,0.0287,-49.28552880164,0.0339,2.612,0.0342,-8.86,0.038,3.987,0.039,1.011,16.105515,17.23604,15.048802,0.003066,0.007223,0.00536,-9,-9.0,-9.0,-9,-9,12.7372,0.0032,08104793-4917078,13.622,12.927,12.702,0.028,0.022,0.023,AAA,222,0,GES,1.37
5514375036093054336,122.75579374868,0.009,-49.0024518727,0.0115,2.5721,0.0109,-8.465,0.012,3.951,0.015,0.869,13.286761,13.714092,12.697886,0.003162,0.006349,0.005421,-9,-9.0,-9.0,-9,-9,11.5251,0.0013,08110139-4900088,12.016,11.642,11.511,0.024,0.026,0.019,AAA,222,0,GES,1.213
5514554771884454272,122.31902392006,0.018,-49.15860645358,0.0196,2.5942,0.0216,-8.592,0.024,4.395,0.025,1.003,15.271084,16.171947,14.329582,0.002852,0.004664,0.004395,472830629249,13.0567,0.0014,-9,-9,12.2422,0.0021,08091657-4909309,13.189,12.462,12.314,0.023,0.027,0.023,AAA,222,0,GES,1.318
5514532025736771712,121.94202293405,0.0237,-49.25956494731,0.024,2.5399,0.0257,-8.739,0.031,4.62,0.031,0.923,15.687351,16.653454,14.686912,0.003254,0.010467,0.006185,472830640084,13.3185,0.0018,-9,-9,12.5015,0.0025,08074609-4915345,13.312,12.61,12.497,0.037,0.035,0.036,AAA,222,0,GES,1.356
5514364865610742784,122.3447913252,0.0094,-49.27523524586,0.0104,2.5929,0.0115,-8.728,0.012,4.486,0.014,1.079,13.474805,13.922482,12.851502,0.003213,0.006869,0.006261,472830641490,12.1106,0.0009,-9,-9,11.572,0.0014,08092276-4916309,12.044,11.609,11.53,0.029,0.026,0.023,AAA,222,0,GES,1.228
5514563941634975232,122.69237639338,0.1325,-48.91702568919,0.1426,3.2969,0.1529,-9.124,0.164,4.173,0.18,2.066,17.592043,19.313314,16.28746,0.004077,0.043489,0.006588,472830605057,14.3706,0.0034,-9,-9,13.551,0.0057,08104618-4855013,14.385,13.806,13.557,0.033,0.039,0.039,AAA,222,0,GES,1.548
5514348098058500736,122.57664993908,0.0929,-49.44198106656,0.1096,2.5221,0.1109,-8.897,0.133,4.61,0.138,1.539,17.590872,19.40735,16.23677,0.004113,0.038198,0.005373,472830657741,14.2393,0.003,-9,-9,13.4088,0.005,08101841-4926312,14.292,13.635,13.354,0.03,0.033,0.026,AAA,222,0,GES,1.601
5514318926639891200,122.39131856639,0.0813,-49.64589864504,0.0888,2.6544,0.0941,-8.704,0.109,4.463,0.114,0.979,18.079924,19.964855,16.753918,0.003265,0.069345,0.007223,473606904517,14.7276,0.004,-9,-9,13.8917,0.0062,08093393-4938453,14.8,14.245,13.899,0.032,0.036,0.058,AAA,222,0,GES,1.555
5514321087001674752,122.16010066952,0.093,-49.65889422987,0.0949,2.5251,0.1031,-8.748,0.12,4.389,0.125,0.962,18.344774,20.234798,17.066647,0.003211,0.047622,0.006578,473606906092,15.097,0.0052,-9,-9,14.2678,0.0085,08083843-4939320,15.123,14.558,14.313,0.046,0.041,0.061,AAA,222,0,GES,1.493
5514371016003685248,122.7503459624,0.009,-49.11227753912,0.0106,2.5985,0.0106,-8.468,0.012,4.422,0.014,0.964,13.118201,13.496477,12.570085,0.00285,0.003688,0.004742,472830624432,11.9958,0.0008,-9,-9,11.5665,0.0013,08110009-4906442,11.961,11.601,11.514,0.027,0.027,0.023,AAA,222,0,GES,1.209
5514349777384533376,122.61412972062,0.0543,-49.33879230813,0.0658,2.6208,0.0671,-8.15,0.074,4.574,0.085,1.025,17.303802,18.837772,16.107897,0.003054,0.020267,0.006807,472830647810,14.3379,0.0033,-9,-9,13.5333,0.0058,08102741-4920196,14.389,13.772,13.584,0.026,0.033,0.033,AAA,222,0,GES,1.443
5514361189118830080,122.48511391937,0.0197,-49.36968752019,0.0206,2.5997,0.0219,-8.377,0.027,4.027,0.029,1.009,15.387989,16.285238,14.441078,0.003863,0.012383,0.00878,472830650844,13.1192,0.0015,-9,-9,12.2956,0.0022,08095644-4922109,13.206,12.499,12.273,0.026,0.03,0.024,AAA,222,0,GES,1.324
5514364315854935552,122.28001784916,0.0198,-49.3206727886,0.0202,2.4799,0.0221,-8.297,0.026,4.201,0.027,1.575,14.553428,15.188723,13.732183,0.003351,0.007528,0.00649,472830646109,12.6217,0.0011,-9,-9,11.9338,0.0018,08090720-4919144,12.702,12.124,11.956,0.026,0.024,0.024,AAA,222,0,GES,1.301
5514366446158703872,122.36113260786,0.0094,-49.2436395746,0.0102,2.6099,0.0111,-8.518,0.013,4.163,0.013,0.882,10.86406,11.017932,10.587214,0.002761,0.002815,0.003789,472830638501,11.1725,0.0006,-9,-9,10.5959,0.0008,08092668-4914371,10.273,10.19,10.138,0.026,0.026,0.023,AAA,222,0,GES,1.173
5514358642197491072,122.87149880474,0.0828,-49.12302759837,0.0973,2.6257,0.0996,-8.804,0.114,4.253,0.114,1.763,17.221226,18.689426,15.891411,0.003643,0.017002,0.006491,472830625631,14.1304,0.0028,-9,-9,13.308,0.0044,08112917-4907229,14.155,13.572,13.294,0.038,0.035,0.038,AAA,222,0,GES,1.62
5514563361818944256,122.65311892502,0.0722,-48.97746797849,0.0776,2.5154,0.0811,-8.818,0.092,4.332,0.1,1.007,17.832092,19.54366,16.589403,0.003095,0.036066,0.007179,472830610918,14.7151,0.0043,-9,-9,13.8927,0.0076,08103676-4858389,14.702,14.178,13.856,0.038,0.035,0.06,AAA,222,0,GES,1.472
5514362735306830848,122.53716712473,0.0192,-49.26148361066,0.0188,2.5724,0.0212,-8.898,0.025,4.489,0.028,1.001,15.092893,15.90044,14.204946,0.004551,0.016018,0.010405,472830640207,12.9752,0.0014,-9,-9,12.1941,0.0021,08100893-4915413,12.938,12.32,12.195,0.026,0.027,0.03,AAA,222,0,GES,1.298
5514359883448845696,122.32136367671,0.0444,-49.42436900224,0.0444,2.7179,0.0509,-8.014,0.064,4.082,0.058,1.059,16.87055,18.32168,15.697833,0.003351,0.01505,0.007075,472830656215,14.0068,0.0026,-9,-9,13.1553,0.0041,08091713-4925277,14.075,13.383,13.147,0.032,0.032,0.03,AAA,222,0,GES,1.43
5514530887564150528,121.96462372217,0.1158,-49.31924603709,0.1187,2.5519,0.1272,-7.93,0.153,4.098,0.152,1.983,17.426947,19.021425,16.159971,0.003438,0.019273,0.005929,472830646046,14.3113,0.0036,-9,-9,13.4892,0.0052,08075151-4919093,14.377,13.683,13.561,0.03,0.027,0.036,AAA,222,0,GES,1.519
5514554874963671040,122.34553318169,0.0089,-49.13262647369,0.0094,2.5837,0.0104,-8.089,0.012,4.22,0.011,0.99,12.095979,12.37478,11.651197,0.002781,0.003134,0.003887,472830626578,11.3594,0.0006,-9,-9,10.9398,0.0009,08092293-4907575,11.124,10.945,10.883,0.023,0.024,0.024,AAA,222,0,GES,1.195
5514356206956587904,122.69966455758,0.0287,-49.28552880164,0.0339,2.612,0.0342,-8.86,0.038,3.987,0.039,1.011,16.105515,17.23604,15.048802,0.003066,0.007223,0.00536,472830642435,13.5645,0.002,-9,-9,12.7372,0.0032,08104793-4917078,13.622,12.927,12.702,0.028,0.022,0.023,AAA,222,0,GES,1.37
5514374005300862336,122.57670189239,0.0229,-49.03735143347,0.0263,2.5285,0.0264,-8.149,0.03,4.411,0.031,1.042,15.615149,16.756453,14.541475,0.003106,0.009477,0.005197,472830617232,12.9971,0.0014,-9,-9,12.1819,0.002,08101842-4902145,12.995,12.299,12.074,0.023,0.024,0.023,AAA,222,0,GES,1.385
5514358852656676352,122.39968091483,0.2992,-49.45531164735,0.3064,2.0053,0.3335,-10.173,0.435,3.778,0.429,19.384,14.793923,15.680105,13.730746,0.004414,0.007776,0.005441,472830659197,12.343,0.001,-9,-9,11.5377,0.0013,08093593-4927191,12.403,11.716,11.49,0.027,0.026,0.023,AAA,222,0,GES,1.441
5514573601020715136,122.16932231926,0.0905,-48.89378897365,0.096,2.6731,0.105,-8.412,0.126,4.643,0.121,1.027,18.036991,19.609772,16.738646,0.003215,0.051626,0.007994,472830602813,14.8643,0.005,-9,-9,14.074,0.0084,08084064-4853377,14.897,14.358,14.006,0.045,0.044,0.055,AAA,222,0,GES,1.562
5514368988779218048,122.59654450395,0.0229,-49.20237510108,0.0245,2.5482,0.026,-8.272,0.029,3.994,0.033,1.133,15.546644,16.50136,14.569189,0.003624,0.011277,0.00786,472830633937,13.2328,0.0016,-9,-9,12.3991,0.0023,08102318-4912086,13.24,12.526,12.4,0.022,0.023,0.024,AAA,222,0,GES,1.337
5514375036093054336,122.75579374868,0.009,-49.0024518727,0.0115,2.5721,0.0109,-8.465,0.012,3.951,0.015,0.869,13.286761,13.714092,12.697886,0.003162,0.006349,0.005421,472830613407,11.9996,0.0009,-9,-9,11.5251,0.0013,08110139-4900088,12.016,11.642,11.511,0.024,0.026,0.019,AAA,222,0,GES,1.213
5514563636696837248,122.61885598874,0.0088,-48.94771643662,0.0098,2.6195,0.0102,-8.293,0.011,4.464,0.013,0.977,12.570353,12.919354,12.047151,0.002884,0.004754,0.004918,472830608122,11.6077,0.0007,-9,-9,11.0802,0.0011,08102854-4856518,11.471,11.137,11.047,0.027,0.026,0.023,AAA,222,0,GES,1.207
5514568996815920000,122.49102370565,0.0106,-48.82171917631,0.011,2.5945,0.0121,-8.538,0.014,4.587,0.014,0.997,13.609023,14.076689,12.974413,0.003141,0.005805,0.005404,472830595261,12.2028,0.0009,-9,-9,11.6479,0.0014,08095786-4849182,12.214,11.718,11.661,0.024,0.023,0.023,AAA,222,0,GES,1.227
5514359849089113600,122.30443805353,0.0101,-49.42782375409,0.0102,2.576,0.0111,-8.516,0.015,4.495,0.014,1.013,13.70271,14.198532,13.050039,0.003241,0.006351,0.005783,-9,-9.0,-9.0,-9,-9,11.6635,0.0015,08091307-4925401,12.24,11.777,11.628,0.022,0.024,0.019,AAA,222,0,GES,1.227
5514572737728230272,122.28542610771,0.07,-48.92519141519,0.0718,2.6738,0.0798,-8.588,0.093,3.735,0.09,1.083,17.620224,19.365356,16.336117,0.003148,0.03739,0.006357,472830606016,14.3909,0.0034,-9,-9,13.584,0.0059,08090851-4855307,14.433,13.851,13.533,0.035,0.035,0.061,AAA,222,0,GES,1.519
5514363005880904832,122.52525112299,0.0137,-49.23833687069,0.0155,2.6025,0.016,-8.354,0.018,4.44,0.021,0.962,9.856232,9.889191,9.779299,0.002767,0.002853,0.003795,472830638020,11.2304,0.0006,-9,-9,10.3525,0.0007,08100607-4914180,9.694,9.675,9.66,0.026,0.022,0.023,AAA,222,0,GES,1.155
5516067356286460288,122.8848956837,0.0399,-48.80028253016,0.047,2.6055,0.0468,-8.695,0.052,4.1,0.059,0.955,16.768616,18.097252,15.628954,0.002952,0.010971,0.004855,472830592995,14.0324,0.0026,-9,-9,13.1747,0.0041,08113238-4848010,14.128,13.425,13.197,0.035,0.032,0.042,AAA,222,0,GES,1.416
5514367614389714688,122.65463726151,0.0264,-49.28297933039,0.0322,2.6353,0.0326,-8.433,0.037,4.514,0.041,1.054,15.887156,16.933022,14.872306,0.002923,0.006396,0.00434,472830642195,13.4869,0.0019,-9,-9,12.6369,0.0029,08103713-4916587,13.497,12.812,12.614,0.026,0.027,0.027,AAA,222,0,GES,1.349
5514561849990432128,122.53904079173,0.15,-49.01570316366,0.1694,2.0978,0.1687,-9.51,0.2,5.161,0.211,19.76,12.338863,12.753427,11.725644,0.002971,0.004797,0.004839,472830614709,11.3341,0.0006,-9,-9,10.6655,0.0008,08100938-4900565,11.024,10.61,10.433,0.027,0.026,0.023,AAA,222,0,GES,1.236
5514364865610742784,122.3447913252,0.0094,-49.27523524586,0.0104,2.5929,0.0115,-8.728,0.012,4.486,0.014,1.079,13.474805,13.922482,12.851502,0.003213,0.006869,0.006261,-9,-9.0,-9.0,-9,-9,11.572,0.0014,08092276-4916309,12.044,11.609,11.53,0.029,0.026,0.023,AAA,222,0,GES,1.228
5514554874963671040,122.34553318169,0.0089,-49.13262647369,0.0094,2.5837,0.0104,-8.089,0.012,4.22,0.011,0.99,12.095979,12.37478,11.651197,0.002781,0.003134,0.003887,-9,-9.0,-9.0,-9,-9,10.9398,0.0009,08092293-4907575,11.124,10.945,10.883,0.023,0.024,0.024,AAA,222,0,GES,1.195
5514555940115551616,122.33877881527,0.0524,-49.09529273147,0.056,2.8624,0.0617,-8.62,0.069,4.396,0.071,1.885,16.054928,17.165237,14.957468,0.003322,0.006775,0.004823,472830622618,13.4856,0.0019,-9,-9,12.6391,0.0027,08092131-4905431,13.485,12.882,12.661,0.028,0.036,0.033,AAA,222,0,GES,1.417
5514529169577208192,122.02682102071,0.0546,-49.3426580132,0.0568,2.5435,0.0619,-8.269,0.075,4.263,0.071,1.03,17.342957,18.880457,16.149837,0.003685,0.024405,0.007109,472830648280,14.4001,0.0038,-9,-9,13.5303,0.0054,08080644-4920336,14.473,13.814,13.561,0.032,0.036,0.033,AAA,222,0,GES,1.439
5514359608570896512,122.42005442202,0.0091,-49.39730360641,0.0096,2.5796,0.0101,-9.09,0.014,4.211,0.014,1.01,13.232751,13.638968,12.649302,0.003024,0.004965,0.005616,472830653501,11.9491,0.0008,-9,-9,11.4366,0.0013,08094083-4923503,11.936,11.518,11.47,0.027,0.024,0.023,AAA,222,0,GES,1.219
5514356206956584832,122.7001617843,0.0773,-49.27485212484,0.0912,2.6108,0.0931,-8.298,0.107,4.166,0.112,1.008,17.889933,19.534344,16.647753,0.003181,0.052777,0.007353,472830641402,14.7573,0.0046,-9,-9,13.9992,0.0085,08104805-4916295,14.825,14.3,13.909,0.049,0.062,0.05,AAA,222,0,GES,1.481
5514564495690275840,122.58273871156,0.0298,-48.9333261729,0.0317,2.6146,0.033,-8.343,0.037,4.208,0.04,2.301,14.344535,15.00484,13.552253,0.002935,0.004805,0.00536,472830606673,12.4881,0.0011,-9,-9,11.8,0.0016,08101987-4856000,12.483,11.904,11.726,0.027,0.026,0.019,AAA,222,0,GES,1.268
5514555420417741952,122.40481638355,0.0677,-49.09985072145,0.0718,2.5475,0.0797,-8.296,0.09,4.457,0.085,0.978,17.836628,19.468805,16.587585,0.003097,0.037625,0.006851,472830623036,14.7754,0.0045,-9,-9,13.9778,0.0074,08093716-4905595,14.767,14.217,13.935,0.04,0.043,0.054,AAA,222,0,GES,1.491
5514573257423361920,122.1982699136,0.0422,-48.92234876485,0.0431,2.5496,0.047,-8.443,0.058,4.539,0.053,0.994,16.752272,18.147066,15.588301,0.003559,0.012785,0.006475,472830605598,13.9214,0.0025,-9,-9,13.1124,0.0041,08084759-4855204,13.972,13.285,13.104,0.029,0.024,0.026,AAA,222,0,GES,1.43
5514356065213759232,122.7597061178,0.0108,-49.2735736146,0.0145,2.6108,0.0133,-8.632,0.014,4.692,0.018,1.069,12.865888,13.230539,12.329172,0.002999,0.004931,0.004537,472830641404,11.7151,0.0007,-9,-9,11.2923,0.0012,08110234-4916249,11.723,11.377,11.277,0.023,0.022,0.019,AAA,222,0,GES,1.208
5514375242251459072,122.62499022047,0.5611,-49.05604253242,0.5614,1.6373,0.611,-9.26,0.721,4.325,0.718,9.363,17.63435,19.12063,16.171099,0.009943,0.031323,0.006355,472830618602,14.3841,0.0033,-9,-9,13.5411,0.0055,08103001-4903218,14.36,13.775,13.527,0.033,0.027,0.042,AAA,222,0,GES,1.804
5514342630557950976,122.49470989072,0.0665,-49.57958264303,0.0753,2.7448,0.0793,-9.042,0.09,4.322,0.104,1.05,17.723,19.397419,16.48052,0.002968,0.023274,0.005075,472830671619,14.6259,0.004,-9,-9,13.784,0.0067,08095873-4934465,14.697,14.022,13.703,0.037,0.036,0.041,AAA,222,0,GES,1.477
5514359608570896512,122.42005442202,0.0091,-49.39730360641,0.0096,2.5796,0.0101,-9.09,0.014,4.211,0.014,1.01,13.232751,13.638968,12.649302,0.003024,0.004965,0.005616,-9,-9.0,-9.0,-9,-9,11.4366,0.0013,08094083-4923503,11.936,11.518,11.47,0.027,0.024,0.023,AAA,222,0,GES,1.219
5514559238650415744,122.29270065233,0.0237,-49.04026691174,0.0242,2.632,0.0264,-8.281,0.032,4.5,0.03,1.227,15.331314,16.339302,14.323154,0.003084,0.005908,0.004936,472830617036,12.9158,0.0013,-9,-9,12.0667,0.002,08091025-4902250,12.948,12.238,12.133,0.023,0.024,0.024,AAA,222,0,GES,1.352
5514369469816239232,122.61345485775,0.0549,-49.16412556383,0.0548,2.5203,0.0606,-8.897,0.068,4.803,0.073,1.6,7.898647,7.849692,7.950075,0.002815,0.002995,0.003842,472830631146,13.1586,0.0015,-9,-9,11.7608,0.0016,08102725-4909509,8.04,8.065,8.06,0.035,0.067,0.026,AAA,111,0,GES,1.16
5514357061649338752,122.91086746981,0.0738,-49.23981950614,0.0873,2.519,0.0872,-8.249,0.101,4.517,0.117,1.052,17.803862,19.430079,16.572174,0.003099,0.027107,0.005727,472830637970,14.7725,0.0046,-9,-9,13.9614,0.0077,08113861-4914234,14.805,14.235,13.873,0.041,0.033,0.053,AAA,222,0,GES,1.471
5514345211840457984,122.65552204365,0.0428,-49.46954672123,0.0524,2.6741,0.0522,-8.516,0.058,4.472,0.06,0.983,16.941792,18.408144,15.755573,0.004006,0.018212,0.008434,472830660565,14.0449,0.0026,-9,-9,13.2155,0.0044,08103735-4928104,14.075,13.371,13.158,0.024,0.027,0.029,AAA,222,0,GES,1.443
5514562812063090304,122.54332289774,0.0938,-48.96809778918,0.1009,2.5595,0.1049,-8.647,0.116,4.416,0.122,0.993,18.216856,20.034494,16.968004,0.003087,0.064181,0.008138,472830609961,15.0495,0.0057,-9,-9,14.2489,0.0096,08101041-4858052,15.105,14.531,14.263,0.048,0.049,0.072,AAA,222,0,GES,1.466
5514534156040490240,122.02807434432,0.0634,-49.17586630893,0.0756,2.4724,0.0796,-8.469,0.082,4.095,0.085,1.059,17.43864,19.079185,16.085936,0.003025,0.046529,0.012128,472830631102,14.1762,0.0029,-9,-9,13.3575,0.0046,08080675-4910331,14.245,13.597,13.36,0.043,0.035,0.037,AAA,222,0,GES,1.623
5514368434722800896,122.70124199137,0.0675,-49.20811974065,0.0748,2.5834,0.0794,-8.659,0.092,4.104,0.095,1.028,17.631163,19.383488,16.389585,0.003093,0.032335,0.006275,472830634599,14.5612,0.0037,-9,-9,13.7655,0.0065,08104831-4912292,14.633,14.025,13.753,0.035,0.041,0.053,AAA,222,0,GES,1.465
5514568447060149760,122.58333097186,0.048,-48.83082941559,0.0539,2.6838,0.0546,-8.675,0.061,4.139,0.068,1.053,16.986254,18.657906,15.725056,0.002979,0.032587,0.005812,472830596198,13.836,0.0023,-9,-9,13.0106,0.0036,08102002-4849510,13.924,13.297,12.95,0.032,0.023,0.03,AAA,222,0,GES,1.5
5514566209375082368,122.43778344843,0.0085,-48.94186903109,0.0087,2.6181,0.0093,-8.607,0.011,4.415,0.011,0.943,12.273928,12.571225,11.80937,0.002793,0.003143,0.003925,472830607508,11.3514,0.0006,-9,-9,11.0357,0.001,08094507-4856307,11.284,11.072,10.978,0.022,0.024,0.019,AAA,222,0,GES,1.197
5514562365386452096,122.40599696676,0.0366,-49.03409259294,0.0382,2.611,0.042,-8.656,0.049,4.066,0.046,1.009,16.685713,17.99483,15.546634,0.003054,0.022903,0.004689,472830616375,13.9406,0.0027,-9,-9,13.072,0.0037,08093744-4902027,13.998,13.325,13.107,0.024,0.03,0.034,AAA,222,0,GES,1.419
5514336480165371264,122.22755905181,0.0694,-49.45090795674,0.072,2.2951,0.0785,-8.392,0.099,3.981,0.093,1.005,17.836315,19.508873,16.527067,0.003008,0.032695,0.006938,472830658679,14.6002,0.0039,-9,-9,13.7874,0.0069,08085463-4927033,14.635,14.043,13.779,0.029,0.033,0.041,AAA,222,0,GES,1.561
5514369229297396736,122.64823790178,0.0148,-49.17440529695,0.0177,2.5814,0.0176,-8.297,0.019,4.366,0.021,0.994,14.686362,15.379144,13.852823,0.003919,0.01075,0.01087,472830630904,12.8318,0.0012,-9,-9,12.0893,0.0019,08103559-4910278,12.807,12.149,12.043,0.029,0.023,0.03,AAA,222,0,GES,1.29
5514375066152563712,122.77065146972,0.0511,-48.99622185709,0.0616,2.5827,0.0608,-8.491,0.067,4.122,0.079,1.09,17.043098,18.494825,15.865444,0.003129,0.02026,0.007199,472830612747,14.192,0.0032,-9,-9,13.3363,0.0045,08110496-4859465,14.209,13.574,13.286,0.027,0.03,0.03,AAA,222,0,GES,1.436
5514369401096082688,122.62862694657,0.034,-49.17896602134,0.0358,2.6138,0.0384,-8.63,0.043,4.442,0.047,1.05,16.443132,17.7015,15.330868,0.003192,0.012685,0.005188,472830631361,13.7715,0.0022,-9,-9,12.9167,0.0034,08103088-4910443,13.774,13.084,12.896,0.024,0.023,0.033,AAA,222,0,GES,1.4
5514567858643715968,122.50261024116,0.0509,-48.89422186928,0.0522,2.6194,0.0572,-8.373,0.068,4.744,0.063,1.03,17.145296,18.683868,15.948113,0.003019,0.023368,0.004876,472830602792,14.2071,0.0031,-9,-9,13.3881,0.0048,08100063-4853392,14.22,13.63,13.363,0.024,0.035,0.038,AAA,222,0,GES,1.444
5514335522393565696,122.29503596294,0.0297,-49.48797127261,0.0318,2.6163,0.0338,-8.351,0.043,4.725,0.044,0.993,16.298674,17.51392,15.2061,0.003337,0.01187,0.005816,472830662477,13.6554,0.002,-9,-9,12.7947,0.0032,08091082-4929167,13.744,13.026,12.83,0.026,0.026,0.03,AAA,222,0,GES,1.388
5514563739776067072,122.67632668004,0.0132,-48.95700908629,0.0134,2.5869,0.0149,-8.232,0.017,4.367,0.019,0.883,9.729744,9.768017,9.641383,0.002775,0.002817,0.003792,472830609137,11.5617,0.0007,-9,-9,10.8984,0.001,08104233-4857253,9.528,9.506,9.468,0.026,0.027,0.021,AAA,222,0,GES,1.157
5515871845074265088,122.91643260935,0.1299,-49.05713521139,0.1435,2.5077,0.1565,-8.925,0.182,3.769,0.212,1.077,18.487356,20.37017,17.206816,0.003494,0.077989,0.009284,472830618766,15.2611,0.0065,-9,-9,14.409,0.0111,08113996-4903256,15.27,14.656,14.425,0.055,0.065,0.072,AAA,222,0,GES,1.497
5514368370303946240,122.65881940813,0.0125,-49.2079079325,0.0136,2.5562,0.015,-8.534,0.017,4.434,0.018,1.103,14.098719,14.650011,13.387776,0.003222,0.006358,0.005625,472830634601,12.4374,0.001,-9,-9,11.832,0.0016,08103812-4912284,12.528,11.97,11.811,0.023,0.025,0.023,AAA,222,0,GES,1.247
5514368915760088448,122.55088082879,0.0087,-49.21821740765,0.0093,2.6183,0.0103,-9.121,0.011,4.644,0.012,0.985,12.385426,12.695446,11.906074,0.002819,0.003492,0.004147,472830635793,11.5577,0.0006,-9,-9,11.0601,0.001,08101223-4913056,11.383,11.108,11.067,0.024,0.022,0.023,AAA,222,0,GES,1.2
5514534460977212032,122.04848378276,0.0692,-49.15455937094,0.0859,2.6847,0.0853,-8.638,0.091,4.071,0.112,1.002,17.804264,19.413977,16.559654,0.003217,0.051412,0.009856,472830628837,14.7058,0.0042,-9,-9,13.9053,0.0073,08081164-4909164,14.826,14.113,14.066,0.039,0.032,0.058,AAA,222,0,GES,1.489
5514356310035796992,122.70145102939,0.0497,-49.25692700253,0.0596,2.6356,0.0604,-8.4,0.064,4.546,0.069,1.115,17.083717,18.57793,15.899461,0.003114,0.020566,0.005989,472830639642,14.1764,0.003,-9,-9,13.3745,0.0051,08104835-4915249,14.285,13.603,13.367,0.035,0.036,0.037,AAA,222,0,GES,1.436
5514568408399760768,122.5833462992,0.0643,-48.83791834478,0.0678,2.6149,0.0717,-8.527,0.082,4.342,0.083,0.985,17.595264,19.181087,16.3773,0.00302,0.028365,0.005932,472830596920,14.5784,0.0038,-9,-9,13.7635,0.0064,08102002-4850165,14.606,14.01,13.674,0.033,0.027,0.04,AAA,222,0,GES,1.461
5514362357349925248,122.43976408384,0.0212,-49.293449008,0.0221,2.5692,0.0235,-8.534,0.029,4.453,0.03,1.007,15.513053,16.516903,14.507312,0.00301,0.007537,0.004944,472830643232,13.0927,0.0016,-9,-9,12.2275,0.0021,08094556-4917364,13.149,12.46,12.245,0.027,0.024,0.024,AAA,222,0,GES,1.351
5514347032906681728,122.41350706846,0.0427,-49.48039431245,0.0469,2.5543,0.0498,-8.493,0.061,4.31,0.062,1.062,16.891142,18.30849,15.720071,0.00302,0.014631,0.00534,472830661660,14.0178,0.0026,-9,-9,13.1912,0.0041,08093925-4928494,14.082,13.373,13.19,0.029,0.027,0.034,AAA,222,0,GES,1.434
