recno   BouyID                SarroID   pc         pemb       s_pc       s_pemb     MissingCI   _RA        _DE        ra_epoch2000     dec_epoch2000    errHalfMaj   errHalfMin   errPosAng   source_id           ra               ra_error   dec              dec_error   parallax   parallax_error   parallax_over_error   pm       pmra     pmra_error   pmdec     pmdec_error   astrometric_n_good_obs_al   astrometric_gof_al   astrometric_chi2_al   astrometric_excess_noise   astrometric_excess_noise_sig   astrometric_params_solved   pseudocolour   pseudocolour_error   visibility_periods_used   ruwe     duplicated_source   phot_g_mean_flux   phot_g_mean_flux_error   Gmag   phot_bp_mean_flux   phot_bp_mean_flux_error   BPmag   phot_rp_mean_flux   RPmag   BPRP_excess   bp_rp      dr2_radial_velocity   dr2_radial_velocity_error   dr2_rv_nb_transits   dr2_rv_template_teff   dr2_rv_template_logg   panstarrs1           sdssdr13   skymapper2   urat1       e_g   e_bp   e_rp   phot_g_mean_mag_corrected   phot_g_mean_mag_error_corrected   phot_g_mean_flux_corrected   phot_bp_rp_excess_factor_corrected   ra_epoch2000_error   dec_epoch2000_error   ra_dec_epoch2000_corr   angDist    2MASS              RAJ2000     DEJ2000     errHalfMaj_x   errHalfMin_x   errPosAng_x   Jmag     Hmag     Kmag     e_Jmag   e_Hmag   e_Kmag   Qfl   Rfl   X   MeasureJD      angDist_x  
  711     J034602.97+244055.5   5240529   0.99758    0.50926    3.06E-4    0.079562   0           56.51237   24.68208   56.51232789962   24.68218421417   0.0036902    0.0026       78.56       66801795315987584   56.51242069316   0.177      24.68198826539   0.13        6.9174     0.1898           36.4365               47.997   18.971   0.226        -44.088   0.168         179                         4.5836               314.23                0.987                      17.33                          31                          -9             -9                   15                        1.253    false               1642.9             3.90332                  17.648338         151.516             15.2232                   19.887398          2499.99             16.25305           1.614                      3.634348   -9                    -9                          0                    -9                     -9                     137610565123499042   -9         -9           574029717   0.003774                0.109123                 0.007045                 17.648338                   0.003774                          1642.9                       0.042                                3.6535               2.6514                0.1376                  0.399648   03460295+2440558   56.512313   24.682167   0.07           0.07           90.0          14.111   13.538   13.163   0.032    0.037    0.032    AAA   222   0   2451530.7148   0.364498   
  1259    J034516.65+243432.3   3958320   0.984401   0.311383   0.001846   0.061496   1           56.31937   24.57564   56.31936367616   24.57569325436   8.289E-4     4.812E-4     89.5        66802207632871808   56.31946543928   0.0361     24.57548111549   0.0233      7.6667     0.0378           202.6984              52.075   20.823   0.051        -47.731   0.031         200                         1.9356               236.58                0.098                      1.67                           31                          -9             -9                   14                        1.098    false               17460.8            22.2599                  15.082205         3539.02             38.4511                   16.466335          21429.4             13.920368          1.43                       2.545967   -9                    -9                          0                    -9                     -9                     137490563194401181   -9         -9           573029388   0.003083                0.012122                 0.005569                 15.082205                   0.003083                          17460.8                      0.017                                0.8289               0.4812                0.0099                  0.19283    03451664+2434325   56.319364   24.575706   0.07           0.06           90.0          12.309   11.686   11.451   0.03     0.032    0.018    AAA   222   0   2451530.7066   0.238411   
  98      J034540.19+243737.8   3971270   0.99963    0.142128   9.5E-5     0.059804   0           56.41746   24.62717   56.41740943689   24.62722420464   0.0010161    5.586E-4     88.91       66802654309459712   56.4174964453    0.047      24.62703265921   0.0272      7.7717     0.049            158.7291              46.627   17.796   0.063        -43.098   0.035         182                         19.1183              1747.33               0.273                      73.57                          31                          -9             -9                   13                        2.17     false               2739960.0          1455.03                  9.593008          1530650.0           2467.08                   9.87635            1750170.0           9.140193           1.197                      0.736157   6.68                  2.01                        5                    6000.0                 3.5                    -9                   -9         -9           574029620   0.002815                0.003294                 0.003961                 9.593008                    0.002815                          2739960.0                    0.003                                1.0159               0.5589                0.0241                  0.255849   03454016+2437380   56.41737    24.627245   0.07           0.06           90.0          8.624    8.337    8.294    0.027    0.055    0.024    AAA   111   0   2451530.7066   0.399558   
  360     J034524.70+243846.3   5234845   0.999034   0.003662   1.07E-4    0.001122   0           56.35292   24.64619   56.35288121706   24.64628806604   0.0045273    0.0027278    89.58       66803616382830592   56.35297311857   0.2035     24.64608583133   0.1277      7.2974     0.2047           35.6454               49.231   18.794   0.279        -45.503   0.173         191                         -0.6597              312.1                 0.81                       4.763                          95                          1.0193         0.0464               15                        0.964    false               1091.0             2.16785                  18.092802         150.045             15.6685                   19.897985          1659.37             16.698038          1.658                      3.199947   -9                    -9                          0                    -9                     -9                     137570563529515908   -9         -9           574029562   0.003499                0.113412                 0.008953                 18.067211                   0.003469                          1117.02                      0.148                                4.5273               2.7279                0.0077                  0.375152   03452468+2438467   56.352869   24.646313   0.07           0.06           83.0          14.614   13.962   13.721   0.063    0.071    0.044    AAA   222   0   2451530.7066   0.473201   
  635     J034536.73+243906.4   5240464   0.997975   0.775664   0.001126   0.126317   0           56.40304   24.65178   56.4029928067    24.65188184582   0.0011542    6.813E-4     73.47       66804406656115328   56.40309754228   0.05       24.65167632282   0.0351      7.2011     0.057            126.3115              50.962   21.418   0.07         -46.243   0.047         182                         5.2796               308.79                0.206                      6.029                          31                          -9             -9                   13                        1.291    false               14261.4            15.8089                  15.301958         2233.48             14.4824                   16.966087          18851.4             14.059534          1.478                      2.906553   -9                    -9                          0                    -9                     -9                     137580564030602608   -9         -9           574029606   0.003007                0.007573                 0.004143                 15.301958                   0.003007                          14261.4                      0.011                                1.1234               0.731                 0.2883                  0.397833   03453671+2439068   56.402985   24.651894   0.07           0.06           90.0          12.248   11.584   11.4     0.027    0.032    0.02     AAA   222   0   2451530.7066   0.44812    
  869     J034617.95+244109.2   5240537   0.996216   0.052381   5.32E-4    0.01419    0           56.57479   24.68589   56.5747312709    24.68599641473   7.844E-4     5.613E-4     84.39       66807464672814336   56.5748329283    0.0374     24.68579851335   0.0261      7.3733     0.0401           183.7615              49.139   20.783   0.048        -44.528   0.036         197                         2.1595               241.22                0.118                      1.964                          31                          -9             -9                   15                        1.11     false               14201.9            9.34691                  15.306499         2873.26             23.1521                   16.692606          17374.9             14.148092          1.426                      2.544514   -9                    -9                          0                    -9                     -9                     137620565748063538   -9         -9           574029776   0.002846                0.009183                 0.004085                 15.306499                   0.002846                          14201.9                      0.013                                0.7826               0.5638                0.0663                  0.42856    03461793+2441095   56.574711   24.685987   0.07           0.07           90.0          12.559   11.939   11.691   0.026    0.03     0.023    AAA   222   0   2451530.7148   0.434414   
  992     J034628.64+244532.0   3310363   0.99425    4.58E-4    0.001072   1.04E-4    0           56.61933   24.75889   56.6192702789    24.75899720528   5.765E-4     4.301E-4     83.71       66808220587759104   56.61937054723   0.0274     24.75879046515   0.0207      7.3        0.0304           240.3293              50.828   20.487   0.036        -46.517   0.027         225                         2.0216               675.52                0.19                       21.28                          95                          1.3558         0.0075               16                        1.097    false               62227.0            57.2475                  13.70242          19639.6             70.2275                   14.605712          62506.6             12.758081          1.32                       1.847631   -9                    -9                          0                    -9                     -9                     137710566193611129   -9         -9           574029817   0.002931                0.004781                 0.004432                 13.698089                   0.002929                          62475.7                      0.006                                0.575                0.4322                0.0645                  0.43251    03462862+2445323   56.619257   24.758995   0.07           0.06           0.0           11.491   10.806   10.659   0.02     0.017    0.02     AAA   222   0   2451138.7017   0.447028   
  858     J034644.79+244458.1   5234260   0.99631    7.82E-4    4.53E-4    2.24E-4    0           56.68662   24.74947   56.68656636678   24.74958799713   0.0018929    0.0013958    66.99       66808839062339712   56.68666506758   0.0906     24.74939162434   0.0721      7.3826     0.0985           74.9398               48.569   20.168   0.113        -44.184   0.094         238                         0.679                268.47                0.216                      0.816                          31                          -9             -9                   16                        1.03     false               1945.37            2.68897                  17.464863         236.249             9.41648                   19.405117          2769.57             16.141865          1.545                      3.263252   -9                    -9                          0                    -9                     -9                     137690566866469857   -9         -9           574029890   0.003138                0.043365                 0.006938                 17.464863                   0.003138                          1945.37                      0.025                                1.8257               1.4826                0.2173                  0.459556   03464477+2444586   56.686583   24.749613   0.07           0.06           7.0           14.215   13.675   13.321   0.029    0.044    0.038    AAA   222   0   2451138.7017   0.528821   
  1094    J034637.78+244451.3   5235409   0.991765   0.0        0.002946   0.0        0           56.65742   24.74758   56.65738312478   24.74768940242   2.893E-4     2.02E-4      86.16       66808869124393600   56.65748307122   0.0139     24.7474777285    0.0102      7.6327     0.0154           496.0757              51.821   20.423   0.018        -47.627   0.013         205                         -3.8988              370.09                0.064                      5.387                          31                          -9             -9                   15                        0.81     false               436483.0           316.766                  11.587448         205199.0            360.979                   12.058105          328691.0            10.955926          1.223                      1.102179   6.56                  0.66                        7                    5000.0                 4.5                    -9                   -9         -9           574029857   0.002866                0.003381                 0.00412                  11.587448                   0.002866                          436483.0                     -0.003                               0.289                0.2025                0.049                   0.411887   03463777+2444517   56.65739    24.747698   0.07           0.06           0.0           10.217   9.784    9.669    0.02     0.017    0.019    AAA   222   0   2451138.7017   0.435976   
  1039    J034654.93+244746.5   3969678   0.9934     1.0E-6     0.002134   2.0E-6     0           56.72887   24.79625   56.7288241389    24.7963404827    3.26E-4      2.321E-4     84.65       66809491897360896   56.72891863144   0.0164     24.79613452      0.0114      7.4066     0.0186           397.1812              50.2     19.301   0.02         -46.342   0.015         253                         1.7271               686.96                0.096                      11.33                          31                          -9             -9                   15                        1.077    false               1292910.0          1322.18                  10.408444         690002.0            2415.05                   10.741416          863359.0            9.907416           1.201                      0.834      5.7                   0.7                         5                    6500.0                 4.5                    -9                   -9         -9           574029918   0.002971                0.004714                 0.00455                  10.408444                   0.002971                          1292910.0                    -0.001                               0.3253               0.2331                0.0642                  0.358565   03465491+2447468   56.728828   24.796349   0.06           0.06           90.0          9.274    9.005    8.977    0.024    0.03     0.019    AAA   122   0   2451812.0089   0.381918   
  1021    J034620.48+244707.3   3308920   0.993808   0.002715   9.33E-4    6.2E-4     0           56.58533   24.78536   56.58530886177   24.78548378677   3.156E-4     2.234E-4     81.56       66811450402457216   56.58539983665   0.0146     24.78528298284   0.0107      7.4548     0.0161           462.8912              48.854   18.584   0.019        -45.181   0.014         221                         1.7482               242.11                0.03                       0.6542                         31                          -9             -9                   16                        1.084    false               87080.8            68.1762                  13.337562         29947.4             91.854                    14.147645          82786.9             12.452992          1.295                      1.694654   3.41                  2.96                        7                    4250.0                 4.5                    137740565853862925   -9         -9           574029784   0.002883                0.004345                 0.004313                 13.337562                   0.002883                          87080.8                      0.0                                  0.3139               0.2258                0.1018                  0.450956   03462047+2447077   56.585297   24.78548    0.07           0.06           0.0           11.298   10.658   10.498   0.02     0.017    0.019    AAA   222   0   2451138.7017   0.445261   
  1457    J034759.74+244352.6   3775537   0.96487    0.073068   0.007725   0.024604   0           56.99892   24.73128   56.99890830785   24.73129649221   0.0048532    0.0035616    78.06       66816187748666624   56.99900829163   0.2296     24.73108641902   0.1762      7.7543     0.2601           29.8149               51.494   20.433   0.298        -47.266   0.228         249                         167.2752             89116.04              2.067                      4023.0                         31                          -9             -9                   16                        14.871   false               129809.0           169.587                  12.904102         47713.9             210.534                   13.64193           118501.0            12.063589          1.28                       1.578341   2.05                  5.34                        6                    4250.0                 4.5                    137670569989927899   -9         -9           574030172   0.003099                0.005544                 0.005161                 12.904102                   0.003099                          129809.0                     0.001                                4.805                3.6264                0.1263                  0.070616   03475973+2443528   56.998895   24.731342   0.06           0.06           90.0          10.952   10.321   10.159   0.019    0.018    0.018    AAA   222   0   2450770.8962   0.237698   
  808     J034733.69+244102.8   3310012   0.996817   4.0E-6     7.5E-4     1.0E-6     0           56.89037   24.68411   56.89031666237   24.68420244255   2.532E-4     1.721E-4     74.67       66816295125702144   56.89041244831   0.012      24.68399679169   0.0088      7.4222     0.0134           552.7573              50.245   19.582   0.015        -46.271   0.011         283                         -0.1976              376.04                0.051                      3.25                           31                          -9             -9                   16                        0.99     false               181464.0           270.916                  12.540388         73300.4             405.913                   13.175777          154683.0            11.774289          1.256                      1.401487   7.27                  2.16                        6                    4500.0                 4.5                    -9                   -9         -9           574030057   0.003197                0.006628                 0.005591                 12.540388                   0.003197                          181464.0                     -0.002                               0.2484               0.179                 0.1977                  0.375754   03473367+2441032   56.890319   24.684223   0.07           0.07           90.0          10.807   10.244   10.128   0.021    0.016    0.02     AAA   222   0   2451138.7114   0.439677   
  707     J034822.81+244853.5   5241180   0.997621   0.056644   3.43E-4    0.011634   0           57.09504   24.81486   57.09502490562   24.81490476008   0.0011639    6.237E-4     55.52       66818322350220416   57.09512296363   0.0451     24.81469358262   0.0401      7.455      0.0545           136.7495              51.563   20.026   0.064        -47.515   0.054         252                         0.4692               266.28                0.148                      2.107                          31                          -9             -9                   15                        1.02     false               9337.1             7.32838                  15.761837         1712.13             12.5337                   17.2547            11809.9             14.567279          1.448                      2.687421   -9                    -9                          0                    -9                     -9                     137770570950958254   -9         -9           575030978   0.002884                0.008424                 0.00438                  15.761837                   0.002884                          9337.1                       0.014                                1.0224               0.8357                0.5275                  0.168516   03482280+2448537   57.095014   24.814943   0.06           0.06           90.0          12.925   12.31    12.028   0.021    0.021    0.022    AAA   222   0   2450770.8961   0.310643   
  898     J034738.05+244911.1   5241194   0.995907   0.266803   4.83E-4    0.04242    1           56.90854   24.81975   56.90854020924   24.81974698841   6.512E-4     4.66E-4      87.25       66820590092840960   56.90863214909   0.0331     24.81955061391   0.0239      7.3216     0.0387           189.3834              48.008   18.776   0.04         -44.184   0.03          271                         1.9446               319.97                0.093                      1.334                          31                          -9             -9                   15                        1.084    false               13104.1            11.2897                  15.393848         2588.32             18.5686                   16.805998          16139.4             14.228175          1.429                      2.577823   -9                    -9                          0                    -9                     -9                     137780569085934049   -9         -9           575030793   0.00291                 0.008274                 0.00434                  15.393848                   0.00291                           13104.1                      0.011                                0.6508               0.4665                0.0326                  0.010863   03473804+2449110   56.908507   24.81974    0.07           0.07           90.0          12.593   11.974   11.699   0.022    0.019    0.022    AAA   222   0   2451138.7113   0.113678   
  890     J034722.99+245055.9   5235621   0.995965   0.184735   7.18E-4    0.088307   0           56.84579   24.84886   56.84573126478   24.8489628452    7.413E-4     4.79E-4      86.27       66821655244731264   56.84583318283   0.0352     24.84875204843   0.0242      7.7615     0.0408           190.0712              51.793   20.809   0.046        -47.429   0.03          283                         1.651                329.63                0.091                      1.103                          31                          -9             -9                   15                        1.07     false               10668.1            7.40925                  15.617148         1825.05             15.1623                   17.185358          13739.9             14.402938          1.459                      2.78242    -9                    -9                          0                    -9                     -9                     137810568457949092   -9         -9           575030740   0.002857                0.009442                 0.004285                 15.617148                   0.002857                          10668.1                      0.01                                 0.7404               0.4804                0.0584                  0.417006   03472296+2450562   56.845684   24.848961   0.07           0.07           90.0          12.718   12.089   11.828   0.022    0.021    0.023    AAA   222   0   2451138.7113   0.502104   
  136     J034735.87+245226.6   5238501   0.999529   0.069979   3.6E-5     0.011502   0           56.89946   24.87406   56.8994297412    24.87416374345   0.0016293    0.0010595    93.57       66823132713476480   56.89952947889   0.0819     24.87396515674   0.055       7.4292     0.0931           79.8322               49.102   20.359   0.101        -44.682   0.067         236                         2.0272               301.14                0.277                      2.547                          31                          -9             -9                   15                        1.094    false               3352.6             4.12498                  16.87391          470.626             19.8294                   18.656853          4657.38             15.57754           1.53                       3.079312   -9                    -9                          0                    -9                     -9                     137840568994769345   -9         -9           575030782   0.003062                0.045832                 0.005891                 16.87391                    0.003062                          3352.6                       0.037                                1.6274               1.0623                -0.055                  0.386331   03473585+2452269   56.89939    24.874147   0.07           0.07           90.0          13.719   13.045   12.802   0.026    0.024    0.03     AAA   222   0   2451138.7113   0.387766   
  1159    J034738.09+245330.5   5236851   0.989676   0.015466   0.002031   0.006162   0           56.90871   24.89181   56.90867082999   24.89185115125   0.0013491    0.0010159    81.63       66823304512166528   56.90877404779   0.0684     24.89165534984   0.0537      7.3958     0.08             92.4547               48.833   21.067   0.084        -44.055   0.065         274                         82.9293              9804.45               0.578                      210.6                          31                          -9             -9                   15                        6.222    false               63859.5            85.5655                  13.674303         20448.2             104.203                   14.561905          63770.2             12.73635           1.319                      1.825555   -9                    -9                          0                    -9                     -9                     137870569087170571   -9         -9           575030794   0.003116                0.006197                 0.005235                 13.674303                   0.003116                          63859.5                      0.007                                1.3429               1.0241                0.0825                  0.195725   03473806+2453306   56.90861    24.891842   0.07           0.07           90.0          11.471   10.78    10.602   0.02     0.015    0.02     AAA   222   0   2451138.7113   0.346281   
  361     J034839.31+245019.9   5280014   0.999032   0.002406   1.08E-4    6.0E-4     0           57.16379   24.83886   57.16375879617   24.8388985998    0.0026354    0.0016591    60.65       66824472743376768   57.16384864961   0.1106     24.83869963119   0.0905      7.1018     0.1408           50.4313               48.382   18.347   0.152        -44.768   0.125         285                         0.9983               340.48                0.224                      0.7803                         31                          -9             -9                   16                        1.041    false               1745.29            2.11025                  17.582697         203.608             10.2583                   19.566555          2421.47             16.287697          1.504                      3.278858   -9                    -9                          0                    -9                     -9                     137800571637957120   -9         -9           575031056   0.003052                0.054773                 0.006378                 17.582697                   0.003052                          1745.29                      -0.018                               2.4368               1.9391                0.3791                  0.172342   03483929+2450202   57.163743   24.838951   0.06           0.06           90.0          14.385   13.716   13.5     0.03     0.036    0.039    AAA   222   0   2450770.8979   0.361799   
  362     J034820.30+245454.8   5237419   0.99903    0.923992   3.67E-4    0.040951   0           57.08458   24.91522   57.0845994346    24.9151913552    4.935E-4     1.377E-4     43.95       66828870787370624   57.0845994346    0.3566     24.9151913552    0.3679      -9         -9               -9                    -9       -9       -9           -9        -9            146                         17.7776              697.86                0.863                      25.74                          3                           -9             -9                   8                         -9       false               4842.45            14.2258                  16.474703         -9                  -9                        -9                 -9                  -9                 -9                         -9         -9                    -9                          0                    -9                     -9                     137890570845808803   -9         -9           575030963   0.004215                -9                       -9                       16.474703                   0.004215                          4842.45                      -9                                   0.3566               0.3679                0.8554                  0.12108    03482028+2454552   57.084518   24.915359   0.06           0.06           90.0          12.496   11.866   11.623   0.019    0.019    0.02     AAA   222   0   2450770.896    0.539793   
  226     J034840.60+250119.9   5278627   0.999332   0.002239   8.5E-5     7.46E-4    0           57.16917   25.02219   57.16915191378   25.02222323771   0.0034252    0.0019189    89.83       66831172892327680   57.16924995575   0.1491     25.02202726586   0.0928      7.1273     0.1488           47.9094               48.413   19.989   0.212        -44.094   0.123         291                         -1.0604              292.68                0.0                        0.0                            31                          -9             -9                   17                        0.955    false               1109.55            1.8724                   18.0745           96.814              9.44464                   20.373697          1649.89             16.704256          1.574                      3.669441   -9                    -9                          0                    -9                     -9                     138020571692217027   -9         -9           576030942   0.003309                0.105955                 0.00819                  18.0745                     0.003309                          1109.55                      -0.003                               3.4251               1.9189                0.0036                  0.133411   03484059+2501201   57.169138   25.022268   0.06           0.06           17.0          14.602   13.987   13.613   0.03     0.04     0.037    AAA   222   0   2450770.898    0.299575   
  331     J034817.70+250251.9   3959694   0.999107   4.0E-6     1.53E-4    5.0E-6     0           57.07375   25.04775   57.07371488187   25.04784977786   3.898E-4     2.517E-4     83.33       66832100605159424   57.07381062716   0.0175     25.04764063409   0.0123      7.4993     0.0191           392.4828              50.944   19.517   0.024        -47.057   0.016         279                         7.5353               985.58                0.12                       18.76                          31                          -9             -9                   17                        1.337    false               948500.0           638.655                  10.744773         486063.0            1086.66                   11.121812          657396.0            10.203328          1.206                      0.918484   5.33                  0.37                        7                    5500.0                 4.5                    138050570738977687   -9         -9           576030845   0.002851                0.003698                 0.004109                 10.744773                   0.002851                          948500.0                     -0.004                               0.3882               0.2541                0.1036                  0.377019   03481769+2502523   57.073718   25.047886   0.06           0.06           90.0          9.593    9.256    9.158    0.018    0.018    0.018    AAA   222   0   2450770.8959   0.5006     
  870     J034659.48+245246.0   5233199   0.99618    0.938731   0.001178   0.02501    0           56.74783   24.87944   56.74779968786   24.87953628685   0.002821     0.0019227    68.71       66834054814431232   56.74789903406   0.1416     24.87933419481   0.1078      7.4689     0.1619           46.1415               49.788   20.278   0.169        -45.471   0.132         254                         26.9223              1659.97               1.066                      53.39                          31                          -9             -9                   16                        2.422    false               4461.59            9.56155                  16.563644         567.385             11.975                    18.453848          6556.18             15.206267          1.597                      3.247581   -9                    -9                          0                    -9                     -9                     137850567478795781   -9         -9           575030655   0.003606                0.023084                 0.00493                  16.563644                   0.003606                          4461.59                      0.079                                2.7196               2.0636                0.2569                  0.360492   03465947+2452464   56.747803   24.879562   0.06           0.06           90.0          13.183   12.621   12.309   0.021    0.03     0.02     AAA   222   0   2451812.009    0.447965   
  1493    J034640.26+245551.6   5233337   0.957127   0.125946   0.00893    0.047624   0           56.66775   24.931     56.66772135348   24.93106529909   0.0015766    0.0011007    71.62       66837495084120320   56.66783020915   0.0783     24.93086438815   0.0588      7.2559     0.0912           79.6002               50.366   22.21    0.095        -45.205   0.073         256                         72.0644              7370.53               0.656                      279.3                          31                          -9             -9                   16                        5.573    false               79529.4            147.27                   13.436048         27207.3             140.304                   14.251829          85399.0             12.419264          1.416                      1.832565   5.1                   9.87                        6                    4000.0                 3.0                    137910566678547636   -9         -9           575030571   0.003411                0.006256                 0.004984                 13.436048                   0.003411                          79529.4                      0.104                                1.5359               1.1569                0.2146                  0.252995   03464026+2455517   56.66777    24.931028   0.07           0.06           0.0           11.189   10.514   10.338   0.018    0.017    0.017    AAA   222   0   2451138.7016   0.120098   
  10      J034638.78+245734.5   5232070   0.999974   5.37E-4    1.6E-5     4.34E-4    0           56.66158   24.95958   56.66155827916   24.95964557369   3.076E-4     2.15E-4      77.85       66838452861270272   56.66165931699   0.0156     24.95943688709   0.011       7.407      0.019            388.9932              51.279   20.61    0.019        -46.954   0.014         253                         -0.8804              534.93                0.078                      7.517                          31                          -9             -9                   15                        0.959    false               1704990.0          1187.2                   10.10806          923863.0            1937.64                   10.424523          1122710.0           9.622222           1.2                        0.802301   5.36                  2.7                         4                    6000.0                 4.5                    -9                   -9         -9           575030561   0.002857                0.003601                 0.004094                 10.10806                    0.002857                          1704990.0                    0.0                                  0.3041               0.2199                0.1491                  0.24648    03463878+2457346   56.661587   24.959629   0.07           0.06           0.0           9.105    8.851    8.763    0.018    0.015    0.015    AAA   222   0   2451138.7015   0.177873   
  991     J034725.80+250832.8   5235781   0.994282   0.283929   9.81E-4    0.045573   1           56.8575    25.14244   56.85745475117   25.14251841675   9.608E-4     7.29E-4      76.16       66847631206903040   56.85755304008   0.0481     25.14231117639   0.0375      7.4327     0.0522           142.3269              50.745   20.02    0.059        -46.629   0.047         214                         9.0539               478.66                0.27                       9.196                          31                          -9             -9                   16                        1.472    false               12739.5            27.0993                  15.424488         1956.7              30.1057                   17.10973           16979.2             14.1731            1.486                      2.936629   -9                    -9                          0                    -9                     -9                     138170568575281345   -9         -9           576030632   0.003595                0.016936                 0.005982                 15.424488                   0.003595                          12739.5                      0.015                                0.949                0.7442                0.1287                  0.318494   03472578+2508330   56.857454   25.142515   0.07           0.06           90.0          12.357   11.71    11.446   0.021    0.019    0.02     AAA   222   0   2451138.7111   0.308825   
  289     J034747.86+251334.4   5241611   0.999191   0.663357   1.73E-4    0.135041   0           56.94942   25.22622   56.94948706163   25.22605248003   0.0027309    0.0017291    50.19       66849864589885312   56.94948706163   2.372      25.22605248003   2.1958      -9         -9               -9                    -9       -9       -9           -9        -9            200                         264.7878             191370.16             17.299                     10870.0                        3                           -9             -9                   13                        -9       false               4894.9             81.3804                  16.463007         869.617             15.7742                   17.990223          8854.68             14.879964          1.987                      3.110259   -9                    -9                          0                    -9                     -9                     -9                   -9         -9           -9          0.01826                 0.019891                 0.005068                 16.463007                   0.01826                           4894.9                       0.489                                2.372                2.1958                0.4219                  0.6414     03474785+2513345   56.949383   25.226257   0.07           0.06           90.0          13.007   12.384   12.088   0.022    0.022    0.022    AAA   222   0   2451138.711    0.179616   
  698     J035105.57+244412.4   5280283   0.997666   0.079456   3.63E-4    0.018221   1           57.77321   24.73678   57.77321547803   24.73677913313   3.726E-4     2.23E-4      73.41       66852647730267264   57.77331327974   0.0157     24.73657781007   0.0108      7.2437     0.0177           409.8007              49.511   19.986   0.023        -45.298   0.015         419                         3.1587               488.92                0.023                      0.5384                         31                          -9             -9                   16                        1.111    false               89257.0            100.245                  13.310761         31169.6             134.317                   14.104215          84858.7             12.426154          1.3                        1.678061   -9                    -9                          0                    -9                     -9                     137680577733004499   -9         -9           574030979   0.003013                0.005448                 0.004963                 13.310761                   0.003013                          89257.0                      0.008                                0.3628               0.2388                0.2816                  0.018181   03510557+2444124   57.773216   24.736795   0.13           0.1            0.0           11.266   10.621   10.446   0.022    0.015    0.02     AAA   222   0   2451092.903    0.057453   
  1302    J035140.46+245859.1   5282127   0.981439   1.04E-4    0.003877   1.16E-4    1           57.91858   24.98308   57.91852568661   24.98316906733   8.538E-4     5.585E-4     83.68       66863058730966528   57.9186150567    0.0426     24.98296292857   0.0255      7.1921     0.0512           140.3571              49.834   18.227   0.053        -46.381   0.036         325                         14.6774              1688.5                0.244                      71.52                          31                          -9             -9                   13                        1.632    false               982749.0           778.348                  10.70626          507422.0            1408.62                   11.07512           680172.0            10.166348          1.208                      0.908772   3.4                   0.9                         22                   6000.0                 4.5                    137980579187790149   -9         -9           575031851   0.002886                0.004107                 0.004449                 10.70626                    0.002886                          982749.0                     -0.0                                 0.8508               0.563                 0.0953                  0.366365   03514044+2458594   57.918502   24.983185   0.07           0.06           90.0          9.535    9.219    9.137    0.021    0.015    0.022    AAA   222   0   2451092.9109   0.455706   
  861     J035123.90+250552.4   5285859   0.996299   0.104372   4.55E-4    0.030174   1           57.84958   25.09789   57.8495426568    25.09800451571   6.811E-4     3.78E-4      88.88       66867800374681344   57.84963620047   0.0334     25.09780493761   0.0188      7.2865     0.0334           218.3849              48.783   19.06    0.042        -44.905   0.024         398                         0.3958               412.59                0.0                        0.0                            31                          -9             -9                   16                        1.013    false               13249.2            5.71212                  15.381897         2669.66             10.0139                   16.772404          16221.5             14.222671          1.426                      2.549733   -9                    -9                          0                    -9                     -9                     138110578495957948   -9         -9           576031616   0.002795                0.004937                 0.003976                 15.381897                   0.002795                          13249.2                      0.012                                0.681                0.3782                0.0243                  0.429857   03512388+2505528   57.849523   25.098026   0.08           0.07           0.0           12.621   12.0     11.768   0.024    0.015    0.024    AAA   222   0   2451092.9033   0.523679   
  1265    J035006.55+245946.5   5283857   0.983972   0.985457   0.006163   0.005604   0           57.52729   24.99625   57.52728391259   24.99625428943   0.0082507    0.0049451    88.92       66872095342031872   57.52738552989   0.3737     24.99604042107   0.2585      7.0968     0.414            17.1431               52.393   20.722   0.514        -48.12    0.319         369                         111.387              21225.73              3.276                      653.9                          31                          -9             -9                   17                        7.266    false               5578.54            36.351                   16.321066         915.774             10.6218                   17.934072          9650.4              14.786532          1.894                      3.14754    -9                    -9                          0                    -9                     -9                     137990575273685879   -9         -9           575031426   0.007592                0.012899                 0.004142                 16.321066                   0.007592                          5578.54                      0.391                                8.2498               4.9467                0.0201                  0.025159   03500654+2459467   57.527289   24.996307   0.06           0.06           0.0           12.883   12.346   12.051   0.024    0.024    0.022    AAA   222   0   2450770.9154   0.205226   
