source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,Gmag,BPmag,RPmag,e_G,e_BP,e_RP,TWOMASS,Jmag,Hmag,Kmag,e_J,e_H,e_K,Qfl,Rfl,X,BPRP_excess
3307645131734449408,66.72690365638,0.0147,13.1381031402,0.0094,20.8563,0.0167,104.655,0.019,-16.5,0.014,10.08551,10.714594,9.334895,0.002805,0.003267,0.003958,04265434+1308175,8.432,7.917,7.795,0.041,0.029,0.031,AAA,111,0,1.247
3307992336891315968,69.96285291527,0.0167,12.7284063989,0.0083,22.8985,0.0214,102.517,0.021,-16.163,0.015,9.665218,10.23383,8.953097,0.002778,0.003083,0.003867,04395095+1243426,8.089,7.602,7.48,0.021,0.023,0.023,AAA,111,0,1.241
3307717596422556928,66.46574214648,0.017,13.50258473882,0.0121,22.7391,0.0194,113.383,0.024,-19.156,0.017,13.912734,15.487016,12.697576,0.002826,0.004648,0.004118,04255164+1330097,11.013,10.4,10.111,0.023,0.024,0.018,AAA,222,0,1.459
3307782570688378496,67.65616639414,0.0704,13.72431676411,0.0369,21.4915,0.0737,106.565,0.114,-19.249,0.078,5.340581,5.472002,5.104052,0.002823,0.002883,0.004886,04303734+1343275,5.221,4.834,4.748,0.312,0.036,0.017,DEE,311,0,1.166
3307844864893938304,67.01894114867,0.0194,13.86785418426,0.0089,20.8756,0.021,102.269,0.021,-18.991,0.015,8.839648,9.248186,8.25812,0.002768,0.002967,0.00387,04280440+1352046,7.506,7.142,7.003,0.027,0.044,0.021,AAA,111,0,1.217
3289809060267929856,73.4879469791,0.0228,9.26632230477,0.0109,24.8219,0.03,95.898,0.034,-5.811,0.022,14.467955,16.26952,13.190065,0.002818,0.005306,0.003955,04535700+0915588,11.308,10.742,10.445,0.023,0.029,0.026,AAA,222,0,1.504
3289865341519273088,72.98901248954,0.0294,9.28136110968,0.0156,24.3966,0.0376,98.745,0.04,-8.742,0.027,15.212082,17.161236,13.903033,0.002822,0.006924,0.003926,04515724+0916530,11.965,11.343,11.079,0.023,0.03,0.018,AAA,222,0,1.526
3295209414705918080,75.40726881104,0.0262,12.41631503351,0.0192,19.8734,0.0298,71.988,0.034,-15.746,0.027,10.891261,11.832801,9.930564,0.002777,0.003091,0.003811,05013765+1224589,8.72,8.113,7.869,0.021,0.029,0.024,AAA,111,0,1.324
3300725905060807936,65.62564724112,0.0135,10.43459750043,0.0096,20.8814,0.0153,108.014,0.017,-5.94,0.012,11.8271,12.876305,10.810303,0.00277,0.00294,0.003836,04223004+1026046,9.511,8.847,8.639,0.021,0.027,0.022,AAA,222,0,1.35
3314597408180024960,66.99717393153,0.0206,18.75895052872,0.0113,19.1282,0.0234,94.528,0.028,-27.937,0.02,12.942235,14.446476,11.743436,0.002812,0.00375,0.003941,04275919+1845327,10.053,9.467,9.219,0.02,0.022,0.019,AAA,222,0,1.451
3314581984953794816,67.25475392694,0.0193,18.67354031761,0.0103,23.142,0.0211,113.322,0.025,-36.058,0.018,12.25473,13.527419,11.13354,0.003183,0.007313,0.005211,04290099+1840254,9.571,8.947,8.69,0.021,0.022,0.019,AAA,222,0,1.407
3291734202048545792,76.47570498154,0.0204,10.58074763018,0.0135,23.4632,0.0231,79.532,0.029,-11.322,0.02,13.798727,15.242338,12.526227,0.002869,0.025967,0.00778,05055408+1034509,10.8,10.283,10.017,0.029,0.034,0.022,AAA,222,0,1.551
3300059394856687488,63.95086454935,0.0197,8.96610624029,0.0141,24.7699,0.0227,131.941,0.026,-3.007,0.019,13.599587,15.195916,12.375004,0.002954,0.005673,0.004383,04154805+0857580,10.671,10.03,9.782,0.022,0.027,0.02,AAA,222,0,1.467
43538293935879680,58.77777509782,0.0171,16.99836888503,0.0105,24.5486,0.0183,147.606,0.021,-24.543,0.013,8.745134,9.194528,8.134413,0.002814,0.00337,0.003975,03550647+1659545,7.413,7.038,6.91,0.02,0.027,0.021,AAA,111,0,1.218
43615122310787840,58.29252814021,0.0286,17.32695470319,0.0174,23.1939,0.0311,143.696,0.04,-29.396,0.023,5.883992,6.053148,5.576332,0.002779,0.002996,0.004078,03531002+1719373,5.254,5.161,5.091,0.026,0.042,0.018,AAA,111,0,1.179
43789772861265792,57.60462004192,0.0143,17.24640938414,0.0089,21.0129,0.0158,127.278,0.018,-22.321,0.012,9.210812,9.664482,8.584366,0.003041,0.005164,0.004916,03502496+1714474,7.776,7.401,7.249,0.023,0.059,0.023,AAA,111,0,1.227
3405082374719674240,72.24869984103,0.1524,15.60473604738,0.0768,20.576,0.1716,90.575,0.218,-23.742,0.15,14.185166,15.978914,12.871445,0.002949,0.00398,0.003848,04485957+1536176,11.001,10.418,10.131,0.026,0.025,0.018,AAA,222,0,1.551
3405113740864365440,72.38425479124,0.0181,15.88862962026,0.0099,20.6244,0.0197,86.742,0.022,-25.516,0.017,7.595752,7.876226,7.148325,0.002762,0.002841,0.003805,04493211+1553197,6.642,6.433,6.355,0.021,0.021,0.016,AAA,111,0,1.196
3409550652537334656,70.11832866169,0.0205,18.08759887256,0.0086,25.6536,0.0204,113.761,0.027,-40.98,0.017,13.655104,15.331512,12.411805,0.002839,0.004695,0.004034,04402825+1805160,10.636,10.027,9.757,0.021,0.019,0.016,AAA,222,0,1.478
3409480318150949248,71.1827740078,0.1046,18.40807921338,0.0493,20.5444,0.111,91.046,0.136,-32.972,0.092,13.635109,15.345455,12.358512,0.003088,0.00494,0.00429,04444376+1824297,10.561,9.904,9.655,0.026,0.032,0.02,AAA,222,0,1.514
3409548556593300480,69.9378727442,0.0521,18.09469255258,0.0284,22.3145,0.0564,102.885,0.068,-34.193,0.046,16.200205,18.425732,14.825406,0.002943,0.018365,0.00423,04394496+1805413,12.689,12.048,11.736,0.023,0.021,0.021,AAA,222,0,1.587
3408317000489415296,74.86536714654,0.0225,19.34358806358,0.0148,21.3474,0.0258,79.552,0.028,-41.096,0.021,14.241144,15.913404,12.998204,0.002834,0.004427,0.003926,04592758+1920376,11.243,10.627,10.353,0.022,0.023,0.018,AAA,222,0,1.478
3408504261063819520,73.6842127498,0.0191,19.68071901991,0.0082,22.034,0.0209,88.691,0.024,-40.53,0.017,12.830068,14.169357,11.682879,0.002783,0.00305,0.003846,04544410+1940513,10.163,9.491,9.277,0.021,0.022,0.017,AAA,222,0,1.422
148183866430358016,70.03893677889,0.032,25.59211899717,0.0196,22.5182,0.0357,98.542,0.039,-60.69,0.029,10.089663,10.830158,9.242001,0.003136,0.006412,0.005133,04400920+2535326,8.168,7.583,7.385,0.023,0.027,0.021,AAA,111,0,1.286
148184656704340352,70.02873475341,0.0162,25.61240003354,0.0096,23.3649,0.018,105.287,0.02,-63.012,0.014,13.120274,14.529638,11.953465,0.002838,0.003825,0.004156,04400675+2536457,10.367,9.757,9.505,0.023,0.025,0.018,AAA,222,0,1.431
3304412601908736512,63.61408308649,0.0266,12.43525653322,0.0163,21.0557,0.0325,114.731,0.037,-13.099,0.024,7.884892,8.199114,7.404073,0.002833,0.003563,0.004139,04142723+1226070,6.856,6.607,6.534,0.019,0.021,0.017,AAA,111,0,1.198
3304478125929665152,62.77739952085,0.0923,12.79665630553,0.0618,23.0698,0.0964,132.354,0.135,-13.39,0.101,16.540207,18.894258,15.108106,0.003104,0.027666,0.006589,04110642+1247481,12.692,12.128,11.842,0.025,0.038,0.033,AAA,222,0,1.657
3304337251002413952,62.11165709792,0.0157,12.19179763214,0.0099,21.5843,0.0175,119.487,0.019,-10.952,0.013,10.703841,11.486002,9.84282,0.002786,0.003109,0.003863,04082667+1211304,8.818,8.171,8.046,0.029,0.042,0.027,AAA,111,0,1.283
3304096595394580608,64.04579641855,0.0479,11.5337001488,0.0346,22.1552,0.054,117.381,0.066,-11.25,0.052,15.822491,17.87037,14.491763,0.002921,0.014643,0.004179,04161086+1132016,12.448,11.844,11.582,0.023,0.028,0.02,AAA,222,0,1.544
3311906770084019712,64.36774234413,0.0146,14.90098331407,0.0101,20.283,0.0158,105.84,0.019,-17.354,0.014,13.256185,14.676823,12.08292,0.002839,0.004266,0.0041,04172811+1454038,10.471,9.869,9.621,0.022,0.023,0.019,AAA,222,0,1.436
3311804515502788352,63.27395214949,0.0289,15.24770011886,0.0176,22.3572,0.0308,122.45,0.038,-18.603,0.026,14.355454,16.063856,13.102507,0.002852,0.007317,0.003982,04130560+1514520,11.303,10.732,10.444,0.021,0.02,0.019,AAA,222,0,1.485
3311934086075988864,64.46561263725,0.0257,15.22706344745,0.0188,21.1254,0.0271,109.652,0.038,-21.865,0.032,14.218251,15.863755,12.982284,0.002874,0.004503,0.004117,04175160+1513378,11.224,10.638,10.365,0.021,0.022,0.017,AAA,222,0,1.473
3311785239689504512,62.81142129186,0.0849,15.08626377135,0.0599,22.1613,0.0952,123.424,0.114,-24.778,0.084,17.11659,19.611195,15.674482,0.003078,0.03959,0.006391,04111461+1505109,13.288,12.627,12.324,0.026,0.031,0.026,AAA,222,0,1.662
3311883817778820480,65.15179237979,0.0918,15.0953587318,0.0545,21.0899,0.12,108.443,0.126,-21.171,0.1,5.201929,5.317568,5.001586,0.002903,0.003157,0.004233,04203630+1505436,4.75,4.973,4.689,0.048,0.282,0.016,EDA,131,0,1.158
3291495436226226688,74.83294905197,0.0217,10.38596614062,0.0142,22.0528,0.0262,83.389,0.027,-10.52,0.02,12.796742,14.112429,11.662646,0.002825,0.003538,0.003898,04591981+1023096,10.186,9.528,9.295,0.024,0.03,0.022,AAA,222,0,1.412
3291312951656888320,73.65783723269,0.0196,9.40905257551,0.0098,21.7909,0.0238,82.959,0.027,-8.301,0.019,14.629339,16.393286,13.364578,0.002793,0.004536,0.003875,04543779+0924328,11.541,11.026,10.72,0.026,0.034,0.022,AAA,222,0,1.492
3388751431591386240,77.73594505978,0.0606,13.12192896987,0.043,22.5462,0.0708,71.546,0.075,-20.859,0.056,13.851669,15.550828,12.601233,0.002831,0.004437,0.003993,05105654+1307191,10.8,10.155,9.923,0.027,0.029,0.02,AAA,222,0,1.483
151312419393052032,67.29629284166,0.0151,26.2465081864,0.0103,20.9143,0.0169,103.119,0.02,-55.482,0.016,12.055849,13.15425,11.011495,0.002784,0.003142,0.003872,04291097+2614484,9.68,9.038,8.827,0.021,0.021,0.018,AAA,222,0,1.365
151374477375986176,67.40147852974,0.0272,26.57294566532,0.0172,20.2409,0.0306,97.86,0.034,-55.016,0.026,14.592121,16.326202,13.337201,0.002922,0.007052,0.004047,04293623+2634238,11.564,10.941,10.648,0.021,0.022,0.02,AAA,222,0,1.484
146687018788948224,69.98842303883,0.0135,23.13763655339,0.0082,23.1574,0.0149,101.635,0.016,-55.307,0.012,10.748996,11.587482,9.85209,0.002792,0.003231,0.003908,04395709+2308162,8.738,8.059,7.915,0.026,0.02,0.024,AAA,111,0,1.297
146677879098433152,69.71422712831,0.0201,23.14973232448,0.012,23.0344,0.0223,105.627,0.024,-54.239,0.018,7.380728,7.661928,6.931022,0.002778,0.00302,0.003911,04385127+2309000,6.454,6.198,6.162,0.021,0.016,0.023,AAA,111,0,1.197
146740207663868032,69.12192707015,0.1073,23.34062116551,0.0602,22.9479,0.1234,96.975,0.164,-49.086,0.106,5.919667,6.113052,5.576303,0.002816,0.002929,0.005601,04362913+2320270,5.205,5.062,4.985,0.037,0.015,0.02,EEA,111,0,1.184
146727391481452544,69.24266407106,0.0961,23.27715799874,0.0604,20.3688,0.1103,91.387,0.149,-44.814,0.096,17.21223,19.72942,15.795461,0.003165,0.060942,0.006109,04365812+2316385,13.529,12.907,12.568,0.022,0.024,0.022,AAA,222,0,1.623
146717014840345216,69.93639783063,0.0413,23.53259587673,0.0235,19.4017,0.0468,88.091,0.058,-45.473,0.036,15.672466,17.57644,14.373692,0.002826,0.011079,0.003968,04394462+2331579,12.474,11.885,11.538,0.023,0.02,0.018,AAA,222,0,1.518
146712303261194624,70.04626127764,0.0932,23.42043893599,0.0527,20.0402,0.105,90.273,0.124,-45.831,0.084,17.08553,19.546164,15.66934,0.00433,0.051338,0.010121,04401098+2325142,13.379,12.73,12.378,0.026,0.02,0.02,AAA,222,0,1.626
146592838746224384,70.71776953178,0.0191,23.33938710378,0.0086,18.5163,0.0211,80.665,0.027,-43.781,0.017,13.738723,15.251948,12.538884,0.002803,0.003886,0.003899,04425217+2320224,10.885,10.207,10.01,0.027,0.034,0.019,AAA,222,0,1.451
44052178182130816,55.51918507808,0.0289,16.42165182132,0.0214,23.4871,0.0331,153.725,0.035,-23.96,0.026,14.841915,16.7039,13.5504,0.002897,0.009259,0.004342,03420441+1625183,11.609,11.022,10.742,0.021,0.02,0.019,AAA,222,0,1.514
3391728565481255040,75.40054017299,0.0144,13.93291261744,0.0095,23.4434,0.0163,86.153,0.019,-22.011,0.014,10.743304,11.586391,9.844588,0.00278,0.003067,0.003862,05013603+1355586,8.754,8.104,7.918,0.021,0.017,0.02,AAA,111,0,1.297
150982364040857472,67.4473552922,0.1919,25.48831263883,0.1239,20.5674,0.2229,98.635,0.263,-52.693,0.191,18.283335,21.126795,16.745405,0.003876,0.176409,0.009874,04294723+2529188,14.125,13.444,13.015,0.026,0.027,0.026,AAA,222,0,1.788
3301997524618877568,59.79304014393,0.0542,9.28394105705,0.0379,23.6769,0.0635,142.807,0.068,-0.124,0.05,15.938112,18.081163,14.58493,0.002842,0.01073,0.004133,03591018+0917023,12.488,11.881,11.585,0.024,0.025,0.026,AAA,222,0,1.565
53725750200743040,62.16815352933,0.0396,23.55670848578,0.0222,21.9041,0.0453,120.592,0.053,-51.255,0.031,12.654072,13.594172,11.362735,0.002817,0.407936,0.186563,04084015+2333257,9.38,8.792,8.529,0.026,0.026,0.024,AAA,222,0,1.688
144171233106399104,67.81589657872,0.0188,20.13299459879,0.0106,21.7095,0.0201,106.533,0.028,-39.295,0.02,8.404495,8.769614,7.86865,0.002774,0.002944,0.003829,04311569+2007593,7.259,6.965,6.884,0.02,0.063,0.023,AAA,111,0,1.208
3410154456217987584,70.71264449605,0.0176,19.4870069171,0.0077,20.6334,0.0203,88.959,0.025,-36.266,0.016,13.710716,15.220237,12.512881,0.002793,0.003291,0.003861,04425093+1929137,10.822,10.224,9.994,0.025,0.034,0.02,AAA,222,0,1.449
3410118477275889024,71.51173180644,0.0733,19.46816920635,0.0323,20.1137,0.0813,85.173,0.081,-35.723,0.057,16.80169,19.150118,15.410428,0.002945,0.033363,0.004144,04460271+1928060,13.237,12.62,12.305,0.023,0.022,0.023,AAA,222,0,1.599
3410076150374417408,71.028315524,0.0385,19.03534393735,0.0185,20.3073,0.0436,89.05,0.051,-34.305,0.034,15.546968,17.460142,14.2435,0.00281,0.011446,0.004034,04440667+1902078,12.385,11.745,11.446,0.022,0.016,0.019,AAA,222,0,1.523
38354680725946240,58.75660281,0.0144,12.48554075907,0.0106,21.7774,0.0164,131.174,0.019,-10.255,0.014,9.769129,10.341819,9.055511,0.002771,0.002904,0.003819,03550142+1229081,8.181,7.692,7.574,0.021,0.024,0.021,AAA,111,0,1.24
38329666836450304,59.56044219526,0.0397,12.62796900981,0.0294,21.9478,0.0445,129.707,0.055,-12.256,0.039,15.08387,16.984318,13.784174,0.00281,0.005941,0.003965,03581434+1237408,11.845,11.256,10.987,0.022,0.022,0.018,AAA,222,0,1.519
40470720915966208,58.72237234099,0.0601,16.31552082894,0.0411,22.744,0.0685,131.352,0.076,-22.731,0.054,12.939815,14.546812,11.705002,0.002913,0.004387,0.00414,03545319+1618563,9.96,9.367,9.056,0.024,0.022,0.021,AAA,222,0,1.478
3312025001943976064,65.80253436758,0.0249,15.71278418255,0.017,21.5662,0.0274,112.249,0.034,-21.56,0.026,14.31634,16.050575,13.059443,0.002823,0.005276,0.003894,04231246+1542462,11.241,10.632,10.356,0.022,0.022,0.017,AAA,222,0,1.486
3312281634829711488,64.55462493666,0.0258,16.09802400439,0.0175,20.7255,0.0293,107.261,0.036,-23.893,0.025,14.750199,16.547955,13.47352,0.002888,0.006014,0.004136,04181297+1605533,11.583,10.97,10.704,0.021,0.022,0.017,AAA,222,0,1.503
3312281669189449472,64.58084849162,0.0133,16.08822764432,0.0094,22.2427,0.0154,118.802,0.018,-23.34,0.014,9.294652,9.78985,8.643668,0.002771,0.002977,0.003823,04181926+1605181,7.88,7.423,7.322,0.023,0.023,0.017,AAA,111,0,1.226
3312197934506930944,63.89092280687,0.0175,15.70616393017,0.0112,21.9888,0.0194,120.467,0.024,-23.251,0.016,10.433477,11.169036,9.604377,0.002772,0.002937,0.003802,04153367+1542226,8.558,7.982,7.853,0.026,0.021,0.023,AAA,111,0,1.272
3312025586059836928,65.85591280295,0.0231,15.76300516682,0.0144,24.1345,0.0247,125.173,0.029,-26.474,0.022,10.021945,10.702273,9.216966,0.002779,0.002994,0.003963,04232526+1545474,8.193,7.647,7.494,0.023,0.04,0.018,AAA,111,0,1.271
3312136499294830848,63.94338487777,0.0286,15.40060042256,0.0178,21.3037,0.0304,115.597,0.044,-21.521,0.028,6.218952,6.410595,5.878536,0.002776,0.002995,0.003897,04154626+1524025,5.514,5.401,5.326,0.034,0.024,0.016,AAA,111,0,1.184
38670343642226816,58.44439927954,0.0322,13.39192481012,0.0203,24.1867,0.0356,148.261,0.04,-13.883,0.026,14.806908,16.700863,13.504693,0.002852,0.00628,0.004181,03534647+1323312,11.559,10.984,10.677,0.023,0.027,0.02,AAA,222,0,1.523
38929141191925760,60.1878834349,0.1728,13.9062614357,0.139,22.2072,0.1872,129.162,0.216,-14.794,0.159,13.338667,15.02914,12.044116,0.00357,0.007972,0.004706,04004493+1354227,10.26,9.615,9.344,0.021,0.022,0.017,AAA,222,0,1.54
51995909173956352,63.01466901828,0.0334,20.83114030283,0.0226,24.3775,0.039,136.442,0.041,-40.745,0.032,14.934368,16.80706,13.639164,0.002888,0.006527,0.004125,04120334+2049527,11.732,11.149,10.885,0.022,0.022,0.018,AAA,222,0,1.517
3314294771901304192,68.48159725897,0.0262,18.38062040059,0.0144,21.5879,0.0315,103.794,0.036,-32.463,0.023,14.972231,16.758175,13.700722,0.002829,0.006721,0.004087,04335544+1822507,11.849,11.241,10.966,0.02,0.023,0.018,AAA,222,0,1.498
3314393590508675456,66.59090387219,0.0269,18.0001532425,0.014,19.4275,0.0325,97.858,0.038,-29.734,0.026,14.301552,16.138481,13.015605,0.002829,0.004576,0.003903,04262170+1800009,11.119,10.557,10.253,0.021,0.023,0.017,AAA,222,0,1.509
3393094021484216192,76.78868073336,0.0214,15.61361345038,0.0146,22.3629,0.0234,78.192,0.029,-30.49,0.021,12.757596,14.060051,11.622637,0.002838,0.005754,0.004034,05070919+1536494,10.137,9.477,9.247,0.029,0.033,0.018,AAA,222,0,1.416
3308808002721345280,71.30518037463,0.1973,14.72397459045,0.0929,19.4257,0.2609,83.051,0.301,-22.871,0.178,18.638298,21.274477,17.082531,0.003487,0.136998,0.009023,04451313+1443267,14.295,13.656,13.16,0.027,0.034,0.033,AAA,222,0,1.828
3308851433430549632,71.03543674141,0.0293,14.71479107772,0.0157,21.7437,0.0393,91.26,0.043,-24.921,0.027,15.460746,17.379667,14.154098,0.002819,0.007787,0.00399,04440838+1442537,12.229,11.652,11.322,0.023,0.026,0.021,AAA,222,0,1.526
3309006602007842048,71.62700947834,0.075,15.4719317859,0.0375,20.5006,0.0819,87.326,0.091,-25.353,0.067,8.138844,8.464413,7.643832,0.002774,0.00297,0.003853,04463036+1528194,7.098,6.843,6.738,0.026,0.02,0.033,AAE,111,0,1.201
3308957845537774976,71.38816992919,0.1437,15.050622833,0.0798,20.3499,0.1704,84.684,0.19,-23.754,0.141,18.131708,20.739424,16.605799,0.003312,0.089577,0.010133,04453304+1503026,14.027,13.365,12.967,0.026,0.03,0.03,AAA,222,0,1.782
3308896238528440448,71.89763218568,0.0168,14.88897757634,0.0084,20.9321,0.0184,87.224,0.02,-24.306,0.016,10.927766,11.737762,10.047395,0.002773,0.002971,0.003839,04473532+1453209,8.91,8.309,8.17,0.026,0.016,0.017,AAA,111,0,1.291
45159901786885632,61.7556809615,0.0158,15.33494142617,0.0109,22.2286,0.0174,124.626,0.02,-19.786,0.014,10.051599,10.698089,9.286946,0.002824,0.003393,0.004103,04070122+1520062,8.365,7.811,7.665,0.026,0.049,0.026,AAA,111,0,1.251
154257259425702144,71.92472950901,0.0153,26.14985577755,0.0067,21.0794,0.0173,113.461,0.021,-83.785,0.013,10.155044,10.804901,9.383574,0.002763,0.002833,0.003802,04474178+2609009,8.43,7.877,7.717,0.018,0.023,0.027,AAA,111,0,1.255
144130516816579200,67.5753273692,0.0851,19.84041406013,0.0457,19.8924,0.0991,86.119,0.124,-26.106,0.082,6.982704,7.217645,6.579251,0.002763,0.002812,0.003835,04301795+1950261,6.105,5.89,5.843,0.024,0.033,0.023,AAA,111,0,1.194
3310500082395427200,63.71692325542,0.0405,13.05485533858,0.0307,22.2947,0.0454,112.751,0.054,-22.06,0.042,10.232033,10.915702,9.4196,0.002813,0.00291,0.003844,04145191+1303178,8.445,7.828,7.688,0.029,0.017,0.017,AAA,111,0,1.276
3312899491645515776,67.37958519538,0.0184,16.24469231573,0.0088,21.8181,0.0205,104.463,0.024,-21.071,0.015,9.932404,10.553728,9.181026,0.002788,0.002969,0.003859,04293098+1614413,8.224,7.689,7.515,0.024,0.021,0.021,AAA,111,0,1.25
3312837025641272320,67.69551967147,0.0226,16.1485326083,0.0121,22.4528,0.0254,114.045,0.032,-33.381,0.021,6.406904,6.611421,6.027159,0.002766,0.002917,0.003942,04304677+1608554,5.627,5.448,5.383,0.023,0.026,0.018,AAA,111,0,1.198
3314063977537054208,66.37293762851,0.1208,17.92776873535,0.0649,21.0865,0.1381,107.316,0.193,-31.0,0.136,4.295662,4.319416,4.234237,0.002933,0.003158,0.006035,04252936+1755404,4.338,4.381,4.098,0.316,0.238,0.029,DDA,331,0,1.155
3310876802567157248,66.8560554772,0.1772,14.26057855639,0.0882,20.4223,0.1922,102.458,0.227,-19.956,0.152,10.026131,10.622871,9.292111,0.002899,0.004049,0.00442,04272532+1415384,8.374,7.822,7.713,0.029,0.023,0.023,AAA,111,0,1.246
3312536927686011520,67.53632737173,0.0489,15.63773609543,0.026,21.4201,0.056,108.881,0.06,-21.819,0.04,5.605668,5.71062,5.262957,0.002811,0.005819,0.010985,04300858+1538164,4.853,5.031,4.69,0.037,0.28,0.018,EDA,131,0,1.236
145858674218113280,67.68793529777,0.0506,22.62990299979,0.0259,18.2724,0.0455,80.11,0.098,-33.989,0.061,13.54072,15.051003,12.343375,0.002821,0.003929,0.003922,04304499+2237482,10.624,10.013,9.787,0.026,0.03,0.018,AAA,222,0,1.449
3314248558053305216,68.12109321305,0.0202,17.90455397502,0.0113,17.6185,0.0232,72.924,0.025,-19.223,0.018,14.141921,15.713322,12.929109,0.00289,0.005311,0.00461,04322897+1754166,11.211,10.644,10.375,0.022,0.021,0.018,AAA,222,0,1.457
3309170875916905856,69.73925748852,0.2195,14.10547704226,0.0996,18.3908,0.2979,91.536,0.322,-20.423,0.202,7.807156,8.126095,7.318473,0.002765,0.002831,0.003809,04385729+1406202,6.814,6.52,6.443,0.037,0.029,0.021,AAA,111,0,1.201
3309979154404035072,69.81913777991,0.1697,15.91788554918,0.0578,18.2308,0.1946,81.926,0.269,-20.195,0.141,4.641709,4.712099,4.477797,0.002906,0.002851,0.004016,04391649+1555048,4.682,4.547,4.229,0.294,0.222,0.036,DDE,331,0,1.169
3406352826045301632,71.61354566514,0.1455,17.62647123685,0.0749,21.8546,0.1585,93.825,0.192,-32.816,0.138,14.570421,16.339432,13.302328,0.002858,0.00592,0.00416,04462712+1737359,11.467,10.867,10.618,0.022,0.022,0.018,AAA,222,0,1.496
144338187075686016,68.12300559603,0.0438,20.73537329186,0.0242,16.8873,0.0507,77.772,0.058,-29.489,0.041,15.046543,16.96661,13.730599,0.002834,0.005531,0.00389,04322943+2044078,11.762,11.192,10.89,0.027,0.03,0.019,AAA,222,0,1.538
3238530414929634304,75.82986977923,0.0337,3.84038323273,0.0231,21.7348,0.0451,76.719,0.05,13.509,0.035,15.556899,17.507729,14.245333,0.002875,0.008252,0.004055,05031907+0350252,12.279,11.691,11.423,0.024,0.026,0.021,AAA,222,0,1.529
3411274308810562688,69.27193383619,0.0198,20.71801200456,0.0128,17.2774,0.0213,79.412,0.025,-31.547,0.018,13.992728,15.503748,12.795541,0.003004,0.005901,0.004379,04370517+2043054,11.113,10.523,10.281,0.02,0.021,0.02,AAA,222,0,1.448
68001499939741440,53.20944929038,0.0203,23.69201167495,0.0145,23.825,0.0238,162.23,0.028,-39.423,0.018,8.641026,9.063806,8.054681,0.0028,0.003282,0.003943,03325006+2341318,7.374,7.018,6.907,0.021,0.017,0.016,AAA,111,0,1.214
67696694700442624,54.13100332615,0.0238,22.78228663689,0.0184,25.7927,0.0257,169.542,0.035,-44.491,0.024,12.968981,14.511195,11.756019,0.00305,0.006531,0.004632,03363122+2246569,10.048,9.448,9.15,0.022,0.021,0.018,AAA,222,0,1.462
64552022725337856,53.54488887836,0.0294,22.07239341106,0.0228,28.351,0.0324,187.577,0.043,-43.45,0.029,14.583329,16.477541,13.285963,0.002855,0.006064,0.004003,03341053+2204213,11.355,10.774,10.475,0.022,0.019,0.02,AAA,222,0,1.517
3273807936268126464,59.81287303302,0.0251,6.22791700905,0.0183,18.4495,0.0296,110.723,0.035,8.289,0.024,14.524374,16.14131,13.293131,0.002803,0.004083,0.003944,03591498+0613404,11.554,10.981,10.684,0.023,0.025,0.025,AAA,222,0,1.472
57083830512424448,55.22966549448,0.0841,19.49634784448,0.0677,24.9996,0.0963,163.434,0.124,-31.709,0.094,17.05713,19.721256,15.612787,0.003444,0.053362,0.005403,03405493+1929474,13.217,12.608,12.241,0.022,0.026,0.021,AAA,222,0,1.654
3293856362569126400,70.71766818385,0.021,9.99638918558,0.0103,17.0341,0.0265,74.292,0.036,-6.37,0.022,14.34482,15.889092,13.13938,0.002861,0.005521,0.004109,04425216+0959471,11.46,10.843,10.592,0.022,0.028,0.022,AAA,222,0,1.452
3287587771900733440,67.27416346483,0.1202,9.18246249027,0.0856,15.7391,0.1387,80.933,0.153,-1.663,0.12,15.237649,17.093468,13.905026,0.003618,0.007112,0.003875,04290570+0910569,12.004,11.415,11.119,0.021,0.023,0.026,AAA,222,0,1.568
3283285795218796800,65.26775202203,0.0178,3.26885296276,0.0131,26.9742,0.0224,138.383,0.023,18.077,0.016,9.153811,9.695439,8.462815,0.00278,0.003056,0.003874,04210411+0316074,7.655,7.169,7.068,0.021,0.046,0.027,AAA,111,0,1.236
3283238344419794304,64.68172199644,0.04,3.2550425035,0.0324,28.45,0.0471,148.922,0.053,19.563,0.042,15.636705,17.809685,14.280363,0.002898,0.017074,0.004064,04184345+0315177,12.183,11.614,11.285,0.027,0.024,0.023,AAA,222,0,1.566
3283324415564687104,65.6049664654,0.0234,3.61903147444,0.0164,27.8456,0.0262,142.267,0.032,14.529,0.022,12.774416,14.296929,11.565582,0.002868,0.003918,0.004003,04222503+0337082,9.857,9.259,9.002,0.026,0.026,0.019,AAA,222,0,1.46
65103668325506560,55.40452856678,0.0257,23.34352626218,0.0173,24.2522,0.0275,156.341,0.031,-41.349,0.022,12.741735,14.112515,11.588172,0.002836,0.004015,0.003962,03413689+2320374,10.038,9.418,9.162,0.02,0.018,0.018,AAA,222,0,1.423
3413223227530503168,73.19853255933,0.2356,22.64707023102,0.0993,20.9012,0.2418,71.046,0.291,-41.379,0.192,10.960711,11.714687,10.117325,0.002783,0.002993,0.003862,04524755+2238503,9.073,8.462,8.293,0.02,0.024,0.017,AAA,212,0,1.277
