source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,Gmag,BPmag,RPmag,e_G,e_BP,e_RP,TWOMASS,Jmag,Hmag,Kmag,e_J,e_H,e_K,Qfl,Rfl,X,BPRP_excess
1911016531234217728,346.51749274005,0.0233,32.82436524741,0.0226,18.2861,0.0305,174.778,0.033,58.261,0.031,15.176164,16.647772,13.993269,0.002795,0.004539,0.003933,23060397+3249268,12.394,11.814,11.576,0.026,0.033,0.028,AAA,222,0,1.438
1936423839773095808,346.55672003436,0.0142,47.07750714688,0.0154,14.2117,0.0225,123.757,0.019,44.962,0.021,14.624199,16.123426,13.430255,0.002787,0.004348,0.003861,23061340+4704383,11.804,11.182,10.946,0.023,0.021,0.016,AAA,222,0,1.446
1995439439203794176,347.06854096902,0.01,52.94186361967,0.0094,15.5176,0.0132,137.129,0.013,51.553,0.012,13.444763,14.734554,12.315045,0.002806,0.003687,0.003946,23081616+5256298,10.662,10.001,9.692,0.032,0.036,0.023,EEE,222,0,1.413
1911147476197042688,347.12513860563,0.0267,33.29258519515,0.0252,24.8703,0.0356,218.793,0.034,66.255,0.03,15.119091,17.046158,13.816979,0.002831,0.007091,0.003964,23082975+3317323,11.86,11.266,10.997,0.027,0.029,0.02,AAA,222,0,1.322
1992106785100530048,347.29861723697,0.0275,51.42716085196,0.0264,11.7406,0.0356,105.607,0.037,38.937,0.035,15.960731,17.884644,14.654644,0.002844,0.009926,0.004093,23091147+5125370,12.738,12.111,11.85,0.021,0.021,0.018,AAA,222,0,1.525
1911189188919585152,347.50386410411,0.0105,33.7545560785,0.0106,17.1932,0.0139,149.224,0.014,43.056,0.013,13.352306,14.535471,12.270474,0.002773,0.003161,0.003822,23100073+3345156,10.845,10.174,10.041,0.03,0.034,0.019,AAA,212,0,1.384
1990725798492120320,348.29819595866,0.0321,49.48515648229,0.0326,10.0979,0.0475,87.437,0.039,29.716,0.039,16.483727,18.34,15.187074,0.002993,0.017975,0.005136,23131141+4929061,13.307,12.691,12.404,0.022,0.019,0.023,AAA,222,0,1.521
1942527533757602176,348.59429717134,0.0087,48.3977857495,0.0095,16.592,0.0137,146.693,0.011,49.285,0.012,9.014802,9.444757,8.405746,0.003441,0.007339,0.006466,23142239+4823508,7.564,7.117,7.054,0.021,0.029,0.023,AAA,111,0,1.226
1937984287287329920,348.67354598259,0.034,44.76542668807,0.0344,13.359,0.0536,118.477,0.041,39.567,0.044,16.745222,18.616873,15.326654,0.002878,0.032855,0.008942,23144138+4445548,12.887,12.261,11.959,0.027,0.03,0.022,AAA,222,0,1.684
1941569519830964992,349.18364219227,0.0278,47.45449274902,0.0267,14.0547,0.0415,123.837,0.034,41.841,0.032,16.354149,16.335665,16.427689,0.002854,0.004437,0.005765,23164386+4727155,16.717,16.533,16.345,0.144,,,BUU,200,0,1.131
1992636440465254784,349.2955888927,0.0386,52.55920678556,0.0377,7.7553,0.0513,67.087,0.048,22.314,0.05,16.717121,18.289278,15.50493,0.002831,0.014694,0.004477,23171081+5233327,13.853,13.238,12.998,0.027,0.031,0.027,AAA,222,0,1.456
1990864332658892288,349.59519551566,0.0286,50.16820651848,0.0288,10.8137,0.0429,94.991,0.041,31.169,0.036,16.25625,18.017792,14.985619,0.002865,0.014392,0.004269,23182267+5010049,13.127,12.559,12.292,0.025,0.03,0.024,AAA,222,0,1.5
1936792210526866816,350.34243118265,0.0212,43.63562371669,0.0217,22.0462,0.0317,196.986,0.023,61.383,0.027,14.728051,16.666275,13.418709,0.002824,0.004673,0.003921,23212187+4338072,11.457,10.883,10.581,0.02,0.023,0.014,AAA,222,0,1.528
1997236831475459328,350.58343489656,0.0246,56.40256437458,0.0271,10.3925,0.0345,91.988,0.033,30.287,0.033,15.685934,17.52881,14.395067,0.002846,0.008087,0.004013,23221983+5624086,12.495,11.873,11.605,0.022,0.024,0.019,AAA,222,0,1.515
1923544057484996224,351.27439648558,0.0161,41.01105685313,0.0195,18.9964,0.0284,170.788,0.018,48.879,0.026,14.861407,16.638906,13.592691,0.002809,0.004642,0.003899,23250560+4100389,11.737,11.167,10.863,0.027,0.033,0.022,AAA,222,0,1.495
1941730563925465216,351.83326499452,0.0128,47.70609171255,0.0133,14.7307,0.0211,133.071,0.017,39.271,0.018,14.641453,16.174034,13.438518,0.002799,0.004414,0.004049,23271975+4742212,11.791,11.168,10.918,0.02,0.019,0.018,AAA,222,0,1.451
1938351043138079616,351.97367826497,0.0471,46.00246948071,0.0478,13.7024,0.072,123.357,0.06,36.703,0.059,17.046335,19.107956,15.705324,0.00285,0.032292,0.004656,23275348+4600082,13.72,13.026,12.736,0.024,0.024,0.027,AAA,222,0,1.556
1997756625600681600,353.09671688774,0.0158,56.23506322791,0.0159,10.0002,0.0213,90.245,0.021,25.06,0.02,14.95944,16.374765,13.794512,0.002801,0.003779,0.003906,23322303+5614058,12.242,11.652,11.384,0.021,0.021,0.018,AAA,222,0,1.428
1993127612924549760,353.1572622949,0.0098,52.19007533521,0.0093,12.5906,0.014,114.154,0.013,30.934,0.012,13.589781,14.810123,12.494308,0.002774,0.003084,0.003842,23323753+5211236,11.028,10.405,10.205,0.022,0.022,0.022,AAA,222,0,1.39
1943330903099293440,353.98287446281,0.0153,48.62034697857,0.0168,9.7917,0.0243,85.471,0.021,22.08,0.022,15.108604,16.624033,13.908175,0.002805,0.004401,0.004013,23355574+4837128,12.261,11.635,11.423,0.022,0.023,0.02,AAA,222,0,1.451
1923877243868113792,354.03643918057,0.0713,42.36290139495,0.0585,14.1971,0.1007,130.06,0.08,33.607,0.075,17.37204,19.606428,15.986604,0.002988,0.040716,0.004918,23360854+4221458,13.925,13.269,12.951,0.025,0.034,0.031,AAA,222,0,1.601
1994127446951806976,354.4873120568,0.038,53.82401995694,0.0385,12.5366,0.0537,113.468,0.046,27.435,0.046,16.790733,18.801472,15.468198,0.002868,0.016394,0.004276,23375673+5349259,13.506,12.921,12.61,0.026,0.024,0.026,AAA,222,0,1.537
1994395281113250816,354.75597155334,0.0353,54.59896812547,0.0348,9.6752,0.0469,87.183,0.043,20.612,0.042,16.57871,18.107164,15.379498,0.002843,0.011548,0.004544,23390126+5435559,13.74,13.155,12.928,0.03,0.037,0.03,AAA,222,0,1.448
1940419671187441792,355.20510480056,0.0124,48.64905383358,0.013,12.0353,0.02,106.509,0.017,25.714,0.017,14.546632,16.061825,13.347108,0.002815,0.00388,0.004053,23404903+4838561,11.687,11.036,10.816,0.023,0.021,0.018,AAA,222,0,1.45
1943568775569686656,355.91883212403,0.018,49.9992550017,0.0188,12.7557,0.0315,115.569,0.025,28.456,0.024,15.289462,17.059536,14.023359,0.002851,0.010197,0.003987,23434031+4959568,12.191,11.581,11.327,0.023,0.021,0.022,AAA,222,0,1.493
2827050523379739392,356.00400490994,0.0239,22.70096821577,0.0165,25.4972,0.0298,226.808,0.031,43.652,0.021,14.678386,16.553268,13.385907,0.002829,0.004759,0.003966,23440068+2242027,11.444,10.848,10.582,0.022,0.021,0.018,AAA,222,0,1.513
1925510121715866496,356.02936175053,0.0215,43.28909335471,0.017,17.274,0.0345,160.958,0.025,38.064,0.022,13.697776,15.118376,12.528459,0.002781,0.003192,0.003824,23440679+4317200,10.95,10.34,10.086,0.023,0.025,0.022,AAA,222,0,1.432
2011744784325534336,357.04723293234,0.0181,60.34985773947,0.0182,19.8885,0.0231,178.487,0.024,38.834,0.024,15.250456,17.03887,13.983026,0.002806,0.006161,0.003882,23481094+6020588,12.153,11.628,11.323,0.022,0.029,0.022,AAA,222,0,1.492
1921730687931135360,357.85342422073,0.0355,42.07066246916,0.0296,23.141,0.0479,212.816,0.04,43.755,0.036,14.943584,17.01336,13.608213,0.002825,0.006229,0.003864,23512449+4204137,11.556,10.989,10.671,0.022,0.021,0.019,AAA,222,0,1.548
1945436433509785088,358.2471301811,0.0437,53.12644490692,0.04,11.984,0.0664,110.907,0.058,21.967,0.053,16.961441,18.946566,15.63771,0.00287,0.024878,0.004564,23525910+5307348,13.674,13.085,12.816,0.026,0.032,0.028,AAA,222,0,1.541
1939712960089310720,358.37957814109,0.0132,48.44066523463,0.0148,12.1545,0.0241,113.148,0.02,23.562,0.019,14.994365,16.553541,13.781151,0.00281,0.005095,0.003955,23533091+4826261,12.1,11.476,11.224,0.024,0.028,0.021,AAA,222,0,1.459
1999582158500111872,358.97150906539,0.0396,59.96743007734,0.0381,12.2091,0.0527,122.724,0.051,24.557,0.056,16.705688,18.53031,15.420736,0.00288,0.018088,0.00433,23555289+5958023,13.609,12.988,12.726,0.028,0.024,0.031,AAA,222,0,1.51
2740276790837215488,359.54633890785,0.0291,3.89010614165,0.0194,29.7741,0.0359,284.018,0.035,41.251,0.022,14.7476,16.702156,13.440299,0.002865,0.004811,0.004074,23581083+0353237,11.462,10.901,10.583,0.024,0.024,0.021,AAA,222,0,1.523
49520255665123328,64.87462537982,0.0211,21.753710964,0.0111,21.0315,0.0228,109.511,0.028,-38.927,0.019,12.847304,14.228652,11.685676,0.002904,0.005654,0.004258,04192976+2145141,10.106,9.442,9.222,0.021,0.02,0.018,AAA,222,0,1.43
49729231594420096,60.20380195133,0.0354,18.19387756746,0.0201,21.8567,0.042,130.275,0.04,-27.864,0.025,5.804048,5.962929,5.515528,0.002791,0.003127,0.003927,04004874+1811383,5.236,5.077,5.047,0.019,0.031,0.016,EAA,111,0,1.176
51383893515451392,59.80698463009,0.0202,20.42804405661,0.0145,22.843,0.022,135.337,0.027,-36.726,0.018,12.558389,13.812135,11.443628,0.002802,0.003291,0.003871,03591350+2025415,9.973,9.348,9.094,0.021,0.025,0.019,AAA,222,0,1.404
145373377272257664,66.06128542554,0.0188,21.73604224563,0.0116,23.2009,0.0207,117.385,0.029,-45.741,0.021,7.00664,7.259129,6.587787,0.002766,0.002875,0.003853,04241455+2144105,6.148,5.946,5.871,0.023,0.026,0.02,AAA,111,0,1.194
145391484855481344,67.00372585557,0.0456,21.6197156716,0.0238,20.1588,0.0555,97.098,0.066,-42.14,0.04,5.657322,5.787465,5.413844,0.002792,0.002928,0.004109,04280078+2137117,5.163,5.103,5.055,0.017,0.017,0.018,EAA,111,0,1.17
145325548516513280,65.84351591714,0.0162,21.37892942768,0.0091,19.967,0.0177,99.46,0.022,-37.917,0.016,8.648896,9.018295,8.109221,0.002774,0.002921,0.003825,04232231+2122448,7.531,7.197,7.121,0.019,0.017,0.016,AAA,111,0,1.208
145484634106814592,66.35476960697,0.1127,22.19979147131,0.0585,22.0177,0.1288,112.371,0.178,-46.639,0.104,5.224731,5.335002,4.980232,0.002893,0.002916,0.003958,04252499+2212000,5.086,4.921,4.607,0.25,0.23,0.016,DDA,331,0,1.182
145293181643038336,66.57757082392,0.0462,21.47026212317,0.0254,21.0221,0.0518,103.575,0.067,-37.798,0.05,7.239102,7.498568,6.814614,0.002761,0.002804,0.003799,04261848+2128136,6.342,6.15,6.073,0.019,0.026,0.021,AAA,111,0,1.193
145293181643038208,66.58045411387,0.0325,21.46874354771,0.0193,20.7385,0.035,105.147,0.047,-40.66,0.035,15.070739,16.856201,13.776191,0.002812,0.011088,0.003985,04261916+2128082,11.795,11.131,10.934,0.03,,0.023,AUA,202,0,1.527
3313778207594395392,66.81983230907,0.0187,17.24171137517,0.0102,21.8144,0.0206,107.512,0.027,-31.587,0.018,12.13662,13.280433,11.069566,0.002787,0.00319,0.003857,04271663+1714305,9.714,9.067,8.826,0.019,0.028,0.024,AAA,222,0,1.378
3313751441358252160,66.57982992496,0.0545,17.05047474839,0.0283,21.2041,0.0614,101.852,0.072,-28.254,0.05,16.338469,18.545973,14.968907,0.002829,0.021728,0.004287,04261903+1703021,12.87,12.278,11.907,0.025,0.027,0.025,AAA,222,0,1.581
3313842529024545664,65.85493019594,0.0682,16.77714746573,0.0333,20.795,0.0709,106.971,0.099,-26.247,0.066,5.573977,5.7164,5.316018,0.002798,0.00289,0.004486,04232504+1646382,5.04,5.009,4.945,0.02,0.023,0.021,EEA,111,0,1.17
3313947704182762240,66.09326952772,0.0246,17.07883604086,0.011,19.959,0.0265,99.887,0.032,-26.678,0.022,6.855921,7.073944,6.482829,0.002761,0.002807,0.00381,04242225+1704444,6.059,5.935,5.892,0.019,0.018,0.018,AAA,111,0,1.187
3313759000500605056,66.25145306022,0.0166,16.98478765438,0.0075,18.356,0.0186,91.121,0.022,-24.707,0.014,9.969975,10.507507,9.283397,0.002765,0.002877,0.003804,04250024+1659057,8.486,7.98,7.83,0.023,0.024,0.016,AAA,111,0,1.234
3313978112552491136,66.02452121403,0.0876,17.44398510131,0.0446,21.6192,0.0994,110.58,0.138,-32.809,0.092,4.755856,4.842167,4.61241,0.002828,0.002883,0.004037,04240575+1726388,4.561,4.513,4.414,0.268,0.21,0.02,DCA,331,0,1.15
3393284752392701312,74.93506827868,0.0241,15.91660060912,0.0127,22.3771,0.0262,85.068,0.033,-29.655,0.021,6.644502,6.863277,6.268787,0.002768,0.002873,0.003853,04594432+1555002,5.856,5.694,5.645,0.024,0.033,0.016,AAA,111,0,1.188
147022541634235392,71.13218528455,0.0215,23.94086897335,0.0091,19.5956,0.0239,86.209,0.027,-48.605,0.018,14.201427,15.8585,12.961791,0.002891,0.005496,0.004296,04443162+2356279,11.17,10.584,10.297,0.024,0.032,0.019,AAA,222,0,1.476
147118233505518976,72.97272585189,0.045,24.60987764797,0.0217,20.9146,0.0496,86.419,0.058,-55.019,0.04,15.817266,17.852203,14.482722,0.002838,0.011067,0.004432,04515333+2436365,12.485,11.867,11.54,0.022,0.022,0.022,AAA,222,0,1.55
147182172683187712,72.30452287631,0.0273,24.80260492323,0.0121,20.2916,0.0332,84.613,0.036,-53.07,0.024,9.234275,9.807196,8.512114,0.002976,0.004602,0.004553,04491296+2448103,7.582,7.12,6.956,0.027,0.038,0.038,AAA,111,0,1.246
144512287869179136,66.97163057622,0.1164,20.98133557384,0.0711,18.9021,0.1312,92.741,0.169,-36.705,0.12,17.643774,20.206932,16.166212,0.003025,0.072727,0.00628,04275307+2058535,13.783,13.199,12.832,0.025,0.027,0.028,AAA,222,0,1.71
144377803854541184,68.40543499042,0.019,21.15064523403,0.0109,22.8704,0.0214,108.257,0.027,-46.291,0.017,10.200552,10.889118,9.400181,0.002778,0.002876,0.0038,04333716+2109030,8.427,7.835,7.686,0.023,0.02,0.026,AAA,111,0,1.264
3292227607891547264,69.77608805538,0.0602,7.87098634103,0.0295,20.6307,0.0917,94.831,0.104,-0.162,0.059,5.32378,5.446907,5.107708,0.002808,0.002932,0.004038,04390614+0752155,5.18,4.928,4.808,0.254,0.029,0.02,DAA,311,0,1.161
3292367795624174720,70.43002416113,0.0339,8.43808384887,0.0191,23.637,0.0412,101.273,0.048,-1.028,0.035,15.474341,17.592571,14.119452,0.002827,0.008146,0.004047,04414309+0826170,11.979,11.382,11.074,0.027,0.032,0.028,AAA,222,0,1.569
3292367795624174592,70.42949731731,0.0189,8.43925094633,0.0107,23.5486,0.0229,106.633,0.026,-1.757,0.019,14.075531,15.840399,12.801109,0.002888,0.007854,0.004369,04414296+0826212,10.94,10.347,10.06,0.037,0.044,0.036,AAA,222,0,1.504
3306443434245315200,69.29169184727,0.0232,12.10546147264,0.0104,19.4189,0.0283,88.766,0.034,-10.607,0.022,14.798864,16.592148,13.526384,0.002802,0.004316,0.003946,04370989+1206200,11.714,11.126,10.827,0.024,0.022,0.018,AAA,222,0,1.498
3306634646189021440,68.96612144431,0.0991,12.25550421275,0.0488,19.9317,0.1288,91.505,0.145,-13.113,0.096,17.520271,20.028189,16.048225,0.003031,0.063516,0.004822,04355175+1215199,13.676,13.129,12.675,0.024,0.028,0.026,AAA,222,0,1.705
3306588707218380288,67.81746221984,0.0209,12.20007944471,0.0111,22.0639,0.024,107.301,0.028,-13.76,0.02,14.376487,16.110592,13.120396,0.002799,0.004005,0.0039,04311605+1212005,11.298,10.704,10.401,0.024,0.031,0.024,AAA,222,0,1.485
3306483944378137088,69.53990118481,0.1566,12.51077091249,0.0707,22.031,0.192,104.695,0.251,-14.861,0.153,4.253432,4.302667,4.11628,0.002985,0.002911,0.004041,04380945+1230388,4.117,4.078,4.105,0.258,0.228,0.334,DDD,333,0,1.171
3306592418070112384,68.18963644755,0.0191,12.06660655222,0.0105,20.6032,0.0208,97.527,0.026,-14.337,0.019,13.739463,15.282896,12.533152,0.002855,0.005475,0.004119,04324540+1204002,10.846,10.227,9.989,0.021,0.018,0.019,AAA,222,0,1.454
148867315986268672,65.48339584626,0.0172,23.4180493311,0.0097,23.1089,0.0191,117.849,0.027,-52.011,0.017,12.44766,13.715042,11.325212,0.002808,0.003791,0.003937,04215585+2325058,9.885,9.224,8.982,0.024,0.02,0.019,AAA,222,0,1.409
148792171240741120,65.3206545067,0.0309,23.19772663663,0.0187,19.9697,0.0335,103.633,0.046,-45.679,0.034,15.223174,17.033688,13.944133,0.002846,0.005924,0.004083,04211682+2311525,12.122,11.507,11.242,0.024,0.022,0.018,AAA,222,0,1.504
149005270337201792,63.63522486408,0.0207,23.57472991647,0.0121,21.994,0.0239,119.804,0.029,-48.183,0.023,7.896926,8.217944,7.405059,0.002777,0.003067,0.003853,04143228+2334298,6.877,6.599,6.516,0.026,0.02,0.02,AAA,111,0,1.202
53942250914697472,62.15145861479,0.0185,23.76841875065,0.0098,21.1014,0.0173,119.738,0.02,-43.197,0.014,9.199288,9.660944,8.57717,0.002818,0.003522,0.004054,04083620+2346071,7.84,7.441,7.323,0.023,0.023,0.015,AAA,111,0,1.221
53825771402706304,61.58813697349,0.0179,23.42404803494,0.0109,23.5518,0.0189,135.342,0.023,-47.05,0.014,13.104071,14.546636,11.924568,0.002789,0.00345,0.00393,04062097+2325274,10.321,9.658,9.428,0.026,0.022,0.022,AAA,222,0,1.439
49005581144118784,64.74209416547,0.0187,19.90653885437,0.0103,21.4467,0.0195,112.851,0.024,-36.538,0.018,8.424586,8.788631,7.89071,0.002772,0.002969,0.00383,04185795+1954241,7.286,7.0,6.921,0.02,0.018,0.016,AAA,111,0,1.207
49124190961270656,65.41026272327,0.0313,20.30260722477,0.0175,26.7364,0.0364,136.663,0.041,-47.066,0.03,14.746433,16.638412,13.449619,0.002838,0.005257,0.003982,04213829+2018102,11.51,10.901,10.629,0.022,0.02,0.017,AAA,222,0,1.517
48977371798954368,64.76349608729,0.02,19.54416507668,0.011,23.1553,0.0223,124.035,0.025,-34.868,0.019,13.95013,15.653471,12.700982,0.002814,0.004017,0.003947,04190307+1932395,10.904,10.291,10.009,0.021,0.022,0.018,AAA,222,0,1.481
3287450745264292864,66.40562804146,0.0561,8.59135584485,0.0452,22.6191,0.0664,112.615,0.072,0.269,0.056,15.941398,18.321669,14.552634,0.002979,0.014702,0.004165,04253722+0835290,12.324,11.729,11.403,0.023,0.031,0.021,AAA,222,0,1.594
144833998098820992,69.68131449942,0.0327,21.73711410692,0.0185,23.1266,0.0364,106.126,0.042,-48.855,0.028,15.108836,16.959145,13.822978,0.002837,0.008372,0.004165,04384339+2144143,11.95,11.341,11.073,0.022,0.022,0.018,AAA,222,0,1.508
47319961098840192,64.53807309193,0.0265,17.41613013891,0.0185,21.9447,0.0311,113.69,0.034,-27.898,0.026,14.702765,16.444012,13.44374,0.002803,0.006152,0.003937,04180899+1724586,11.647,11.083,10.759,0.022,0.023,0.018,AAA,222,0,1.488
47019347749289216,61.41591188182,0.0174,17.93759007273,0.01,21.9539,0.0182,128.353,0.022,-27.323,0.012,9.03908,9.480922,8.431541,0.002771,0.00291,0.003818,04053965+1756156,7.748,7.365,7.254,0.03,0.038,0.023,AAA,111,0,1.219
47247938791363200,61.58647238149,0.034,19.02734774414,0.021,18.6736,0.0367,108.79,0.042,-28.427,0.028,14.501776,16.316483,13.217518,0.002828,0.00649,0.003975,04062060+1901391,11.341,10.756,10.471,0.022,0.02,0.018,AAA,222,0,1.51
47109438983082496,60.72188035527,0.0283,18.4071759849,0.0191,21.8733,0.0299,128.33,0.038,-29.468,0.022,13.841202,15.57115,12.581882,0.00282,0.004133,0.003848,04025310+1824262,10.77,10.178,9.913,0.018,0.017,0.016,AAA,222,0,1.49
47345009348203392,64.78389360834,0.0257,17.52463051305,0.0165,21.3907,0.0266,113.125,0.043,-27.852,0.028,8.279239,8.632639,7.754135,0.002776,0.003151,0.003886,04190798+1731291,7.134,6.872,6.787,0.023,0.02,0.016,AAA,111,0,1.206
47068207297219584,61.51004260454,0.0196,18.25075677203,0.0131,25.6375,0.0215,147.526,0.026,-33.305,0.018,11.886165,13.032616,10.818344,0.002786,0.003132,0.003875,04060221+1815033,9.488,8.82,8.598,0.021,0.02,0.02,AAA,212,0,1.378
3293176074109393152,71.90507646635,0.0157,10.23296675709,0.0086,18.9166,0.0194,81.246,0.021,-8.063,0.015,13.719419,15.214689,12.526278,0.002875,0.005857,0.004297,04473712+1013587,10.847,10.246,9.984,0.022,0.031,0.02,AAA,222,0,1.446
3393305093357807744,75.0141205616,0.0322,15.91466237121,0.019,23.1871,0.0354,86.952,0.041,-32.02,0.027,14.969386,16.816116,13.682434,0.002886,0.007116,0.003948,05000330+1554531,11.8,11.211,10.926,0.023,0.031,0.022,AAA,222,0,1.51
3407257105639932032,75.31325264825,0.0365,17.69385360024,0.0249,23.2752,0.0408,86.075,0.047,-39.843,0.033,15.517889,17.53905,14.195616,0.00295,0.013573,0.004227,05011507+1741385,12.191,11.599,11.306,0.023,0.021,0.019,AAA,222,0,1.535
3407395193133161728,75.23049513019,0.04,18.80722002439,0.0252,23.1926,0.0444,85.914,0.052,-42.781,0.038,15.499721,17.681938,14.138515,0.002885,0.016988,0.004607,05005520+1848267,12.053,11.42,11.118,0.022,0.02,0.019,AAA,222,0,1.572
66286704180780672,59.72781584026,0.0267,25.21960209665,0.0164,20.2126,0.0315,120.614,0.031,-44.469,0.021,12.997293,14.296184,11.866697,0.002806,0.004185,0.003924,03585452+2513113,10.357,9.755,9.499,0.022,0.03,0.021,AAA,222,0,1.412
3282728853923029376,71.06206276207,0.2215,5.7326221027,0.1348,23.2639,0.2734,93.095,0.321,5.11,0.251,18.03079,20.867495,16.473711,0.003308,0.155224,0.00606,04441479+0543573,13.668,12.977,12.522,0.023,0.03,0.03,AAA,222,0,1.819
3294522907134516864,73.09978874091,0.0193,10.71938169936,0.0085,19.2409,0.0245,79.127,0.028,-9.107,0.018,11.950686,12.976039,10.934982,0.00283,0.003482,0.00398,04522385+1043099,9.633,8.973,8.772,0.021,0.023,0.022,AAA,222,0,1.355
3405909374965722368,72.12806732414,0.0172,16.38839949354,0.0087,20.7646,0.0192,86.517,0.022,-30.319,0.016,11.648043,12.640261,10.65836,0.002787,0.003084,0.003884,04483062+1623187,9.415,8.773,8.543,0.024,8.888,0.017,AFA,212,0,1.338
3404798597640071296,72.76054145781,0.3578,14.97119442842,0.1639,21.0931,0.3908,91.677,0.49,-24.423,0.309,10.98731,11.908264,10.036641,0.00283,0.003769,0.004041,04510241+1458167,8.796,8.145,7.967,0.027,0.026,0.02,AAA,111,0,1.321
3404812685132622592,72.64131131575,0.1604,15.08334362059,0.0699,20.503,0.1789,84.967,0.222,-21.362,0.138,7.571756,7.924185,7.03692,0.002796,0.00327,0.003944,04503379+1505004,6.439,6.133,6.044,0.027,0.033,0.02,AAA,111,0,1.213
3405952363294872960,71.38605589708,0.0329,16.59813697782,0.0181,18.6917,0.0362,79.706,0.044,-27.95,0.031,15.285325,17.20633,13.977422,0.002961,0.008187,0.004734,04453255+1635536,12.009,11.465,11.143,0.021,0.022,0.018,AAA,222,0,1.528
3405988677241799040,72.50336213923,0.019,16.41194042331,0.0082,20.3225,0.0221,84.045,0.025,-27.012,0.015,10.180463,10.80926,9.424363,0.002772,0.002915,0.00382,04500069+1624436,8.485,7.968,7.839,0.02,0.018,0.016,AAA,111,0,1.251
3406094750050845696,72.40279430045,0.0246,17.03294024044,0.0131,19.8382,0.0269,81.632,0.033,-30.375,0.025,14.760649,16.536198,13.489342,0.00283,0.005537,0.004253,04493656+1701593,11.652,11.009,10.754,0.02,0.022,0.018,AAA,222,0,1.499
3311148828615843328,65.88522390285,0.0167,14.6703984479,0.0102,21.4761,0.019,109.242,0.023,-17.947,0.015,8.887173,9.311207,8.297889,0.00281,0.003345,0.004012,04233231+1440137,7.611,7.255,7.145,0.018,0.02,0.017,AAA,111,0,1.215
3311492803955469696,63.79389433145,0.0158,14.39837387236,0.0107,20.9782,0.0176,114.581,0.023,-18.388,0.017,10.929824,11.75051,10.043459,0.002794,0.003178,0.003903,04151038+1423544,8.947,8.294,8.128,0.026,0.021,0.017,AAA,112,0,1.293
3311514210073309056,63.60737116437,0.0209,14.62497100144,0.014,20.3761,0.023,107.846,0.032,-13.751,0.022,8.303924,8.64711,7.783644,0.002846,0.003585,0.004058,04142562+1437300,7.216,6.916,6.825,0.029,0.024,0.017,AAA,111,0,1.208
3311173120950799872,66.46067898955,0.0269,15.00246497213,0.0149,21.3981,0.0301,107.053,0.039,-22.616,0.028,14.749543,16.512846,13.486341,0.002822,0.004582,0.003941,04255043+1500093,11.629,11.049,10.778,0.022,0.022,0.018,AAA,222,0,1.49
3311179340062227200,66.52038510827,0.0546,15.04079479058,0.0304,20.9375,0.0597,101.402,0.077,-25.718,0.053,14.782955,,,0.002924,,,04260470+1502288,9.271,8.541,8.362,0.026,0.017,0.017,AAA,211,0,
3311464182294287104,64.4820107413,0.0229,14.54618936035,0.016,19.1202,0.0273,101.528,0.029,-16.233,0.023,13.750528,15.255603,12.54831,0.002888,0.00483,0.004189,04175555+1432464,10.871,10.276,10.017,0.02,0.024,0.017,AAA,222,0,1.455
3311426420941869952,64.10651824391,0.0218,14.17131864389,0.0156,25.2534,0.0242,134.644,0.03,-20.67,0.023,13.910441,15.558917,12.676221,0.002876,0.004014,0.003993,04162538+1410172,10.925,10.321,10.049,0.02,0.02,0.019,AAA,222,0,1.471
3311229745799686912,65.756787974,0.0332,15.22812123368,0.0203,20.7065,0.0363,107.434,0.049,-19.467,0.033,15.144566,16.95227,13.869616,0.002836,0.007098,0.004067,04230149+1513416,12.023,11.419,11.119,0.021,0.02,0.019,AAA,222,0,1.499
3311232425859274368,65.62766802463,0.0174,15.22016741471,0.0117,18.1137,0.0192,93.531,0.024,-16.997,0.02,13.449509,14.812053,12.300375,0.002841,0.003879,0.004051,04223052+1513128,10.775,10.138,9.912,0.022,0.02,0.017,AAA,222,0,1.42
3311120722349948672,65.2341133235,0.0359,14.8594960954,0.0221,20.6006,0.0398,110.082,0.044,-21.128,0.033,15.127425,16.988789,13.84161,0.00287,0.006515,0.004007,04205604+1451345,11.939,11.375,11.059,0.021,0.022,0.018,AAA,222,0,1.506
3406734906335151872,72.70776430328,0.0534,18.14103541818,0.0263,21.386,0.0572,88.686,0.071,-35.327,0.05,16.368626,18.572035,15.003278,0.002881,0.023328,0.004226,04504975+1808284,12.925,12.286,11.999,0.022,0.025,0.022,AAA,222,0,1.576
3406786445943961088,71.90695784113,0.0435,18.25857777477,0.0176,21.0898,0.0433,83.252,0.055,-37.697,0.034,8.351739,8.707622,7.822486,0.002777,0.003054,0.003869,04473755+1815315,7.217,6.901,6.837,0.019,0.024,0.018,AAA,111,0,1.208
146160558879786624,66.3339521036,0.0152,23.10848135731,0.0094,18.8015,0.0167,93.312,0.021,-40.355,0.016,12.030182,13.054795,11.023706,0.002769,0.002906,0.003826,04252002+2306312,9.731,9.106,8.859,0.021,0.022,0.017,AAA,222,0,1.346
146057617101593856,68.2714140781,0.1642,23.55481968968,0.0967,19.001,0.1722,99.2,0.208,-50.758,0.153,14.91631,16.838543,13.609737,0.00286,0.009975,0.003971,04330500+2333180,11.652,11.016,10.758,0.021,0.021,0.018,AAA,222,0,1.526
